邻居细胞,通道数量,总强度,平均强度,最大强度,最小强度
Notochord,156,70.34600000000002,0.45093589743589757,0.985,0.132
Neural crest,148,59.28800000000001,0.4005945945945947,1.639,0.119
Branchial arch,115,51.266000000000005,0.44579130434782616,1.903,0.103
Notochord_1_23_Target,92,44.71599999999997,0.48604347826086924,1.203,0.089
Brain,93,39.587,0.4256666666666667,1.255,0.124
Cavity,24,13.119999999999997,0.5466666666666665,1.178,0.265
