cell_type,cluster_id,cell_num,x,y,distance_to_target,compactness
AGM,single_cluster,57,132.8,181.9,12.4,5.2
Brain,single_cluster,27,134.7,201.9,12.7,3.4
Branchial arch,single_cluster,168,121.9,196.8,6.2,9.86
Branchial arch,target,22,126.2,192.4,0.0,0.0
Cavity,single_cluster,31,120.9,189.5,6.1,13.7
Heart,single_cluster,216,118.9,187.4,8.9,8.68
Liver,single_cluster,8,131.0,183.5,10.1,4.97
Neural crest,single_cluster,231,131.2,194.2,5.3,13.56
Notochord,single_cluster,38,128.6,204.3,12.1,3.95
