cell_type,cluster_id,cell_num,x,y,distance_to_target,compactness
AGM,single_cluster,114,134.5,172.6,10.0,7.35
Brain,single_cluster,1,137.0,168.0,8.6,0.0
Cavity,single_cluster,44,144.8,172.8,0.7,13.23
Dermomyotome,single_cluster,67,141.4,161.7,10.8,7.34
Liver,single_cluster,10,130.4,170.0,14.3,2.42
Mesenchyme,single_cluster,154,149.2,166.9,7.0,11.39
Neural crest,single_cluster,93,144.1,184.9,12.9,5.98
Sclerotome,single_cluster,177,141.9,171.0,2.8,11.79
Sclerotome,target,53,144.5,172.1,0.0,0.0
