邻居细胞,方向,排名,通道,目标细胞,目标细胞基因,邻居细胞基因,强度,显著性
Brain,发送,1,PPIA_BSG,Brain,PPIA,BSG,1.107,0.0
Brain,发送,2,LRFN4_PTPRF,Brain,LRFN4,PTPRF,0.851,0.005
Brain,发送,3,LRRC4B_PTPRF,Brain,LRRC4B,PTPRF,0.796,0.004
Brain,发送,4,LRRC4C_PTPRF,Brain,LRRC4C,PTPRF,0.792,0.045
Brain,发送,5,EFNB3_EPHA4,Brain,EFNB3,EPHA4,0.756,0.0
Brain,发送,6,CDH2_CDH2,Brain,CDH2,CDH2,0.743,0.0
Brain,发送,7,WNT5A_SFRP2,Brain,WNT5A,SFRP2,0.734,0.0
Brain,发送,8,DLL1_NOTCH1,Brain,DLL1,NOTCH1,0.716,0.0
Brain,发送,9,JAM3_JAM3,Brain,JAM3,JAM3,0.694,0.0
Brain,发送,10,WNT3A_SFRP2,Brain,WNT3A,SFRP2,0.693,0.0
Brain,接收,1,PPIA_BSG,Brain,BSG,PPIA,1.107,0.0
Brain,接收,2,LRFN4_PTPRF,Brain,PTPRF,LRFN4,0.851,0.005
Brain,接收,3,LRRC4B_PTPRF,Brain,PTPRF,LRRC4B,0.796,0.004
Brain,接收,4,LRRC4C_PTPRF,Brain,PTPRF,LRRC4C,0.792,0.045
Brain,接收,5,EFNB3_EPHA4,Brain,EPHA4,EFNB3,0.756,0.0
Brain,接收,6,CDH2_CDH2,Brain,CDH2,CDH2,0.743,0.0
Brain,接收,7,WNT5A_SFRP2,Brain,SFRP2,WNT5A,0.734,0.0
Brain,接收,8,DLL1_NOTCH1,Brain,NOTCH1,DLL1,0.716,0.0
Brain,接收,9,JAM3_JAM3,Brain,JAM3,JAM3,0.694,0.0
Brain,接收,10,WNT3A_SFRP2,Brain,SFRP2,WNT3A,0.693,0.0
Brain_1_18_Target,发送,1,2arachidonoylglycerol_byDAGLB_CNR1,Brain,2arachidonoylglycerol,byDAGLB,1.016,0.0
Brain_1_18_Target,发送,2,NTN1_DCC,Brain,NTN1,DCC,0.854,0.0
Brain_1_18_Target,发送,3,CADM1_CADM1,Brain,CADM1,CADM1,0.847,0.03
Brain_1_18_Target,发送,4,CDH2_CDH2,Brain,CDH2,CDH2,0.805,0.0
Brain_1_18_Target,发送,5,AGRN_PTPRS,Brain,AGRN,PTPRS,0.741,0.002
Brain_1_18_Target,发送,6,DLL1_NOTCH1,Brain,DLL1,NOTCH1,0.74,0.0
Brain_1_18_Target,发送,7,DAG1_NRXN3,Brain,DAG1,NRXN3,0.73,0.0
Brain_1_18_Target,发送,8,SLIT2_ROBO1,Brain,SLIT2,ROBO1,0.708,0.0
Brain_1_18_Target,发送,9,EFNB3_EPHB2,Brain,EFNB3,EPHB2,0.672,0.0
Brain_1_18_Target,发送,10,PTN_PTPRZ1,Brain,PTN,PTPRZ1,0.666,0.0
Brain_1_18_Target,接收,1,FGF10_FGFR2,Brain,FGFR2,FGF10,1.22,0.0
Brain_1_18_Target,接收,2,CADM1_CADM1,Brain,CADM1,CADM1,0.847,0.03
Brain_1_18_Target,接收,3,CADM1_NECTIN3,Brain,NECTIN3,CADM1,0.816,0.028
Brain_1_18_Target,接收,4,LRRC4C_PTPRF,Brain,PTPRF,LRRC4C,0.813,0.026
Brain_1_18_Target,接收,5,WNT5A_SFRP2,Brain,SFRP2,WNT5A,0.812,0.0
Brain_1_18_Target,接收,6,LRRC4B_PTPRF,Brain,PTPRF,LRRC4B,0.811,0.005
Brain_1_18_Target,接收,7,CDH2_CDH2,Brain,CDH2,CDH2,0.805,0.0
Brain_1_18_Target,接收,8,LRFN5_PTPRF,Brain,PTPRF,LRFN5,0.798,0.005
Brain_1_18_Target,接收,9,DLL1_NOTCH1,Brain,NOTCH1,DLL1,0.756,0.0
Brain_1_18_Target,接收,10,NCAM1_AGRN,Brain,AGRN,NCAM1,0.748,0.0
Branchial arch,发送,1,PPIA_BSG,Brain,PPIA,BSG,1.199,0.0
