邻居细胞,通道数量,总强度,平均强度,最大强度,最小强度
Neural crest,107,48.196999999999996,0.45043925233644855,2.434,0.075
Heart_1_18_Target,93,47.585999999999984,0.5116774193548386,2.627,0.112
Connective tissue,77,44.50800000000001,0.5780259740259741,2.448,0.115
Heart,100,42.19100000000002,0.4219100000000002,2.691,0.066
Notochord,46,39.12899999999999,0.8506304347826085,1.517,0.428
Branchial arch,70,35.795,0.5113571428571428,2.459,0.121
AGM,62,28.55699999999999,0.4605967741935483,1.398,0.087
Liver,54,26.842,0.49707407407407406,1.458,0.106
Cavity,14,7.544000000000001,0.5388571428571429,1.29,0.114
