邻居细胞,通道数量,总强度,平均强度,最大强度,最小强度
Notochord,158,68.41399999999997,0.43299999999999983,1.14,0.116
Branchial arch,143,65.32,0.45678321678321676,1.275,0.093
Notochord_1_5_Target,120,60.11900000000001,0.5009916666666667,1.147,0.152
Neural crest,137,55.100999999999985,0.4021970802919707,1.224,0.108
Brain,113,53.90500000000001,0.47703539823008856,1.281,0.155
Cavity,40,20.839999999999996,0.5209999999999999,1.105,0.231
AGM,30,19.557000000000002,0.6519,1.174,0.224
