邻居细胞,通道数量,总强度,平均强度,最大强度,最小强度
Brain,175,57.85000000000001,0.3305714285714286,1.152,0.096
Neural crest,183,51.44099999999999,0.2810983606557376,1.17,0.098
Sclerotome,61,28.782,0.4718360655737705,1.349,0.131
Brain_1_0_Target,67,26.520999999999997,0.39583582089552233,1.168,0.122
Branchial arch,44,26.128,0.5938181818181818,1.482,0.192
Mesenchyme,56,17.215000000000003,0.30741071428571437,1.227,0.128
Cavity,0,0.0,0.0,0.0,0.0
