邻居细胞,方向,排名,通道,目标细胞,目标细胞基因,邻居细胞基因,强度,显著性
Brain,发送,1,MDK_PTPRZ1,Brain,MDK,PTPRZ1,1.152,0.0
Brain,发送,2,PPIA_BSG,Brain,PPIA,BSG,1.13,0.0
Brain,发送,3,CDH2_CDH2,Brain,CDH2,CDH2,0.849,0.0
Brain,发送,4,LRFN4_PTPRF,Brain,LRFN4,PTPRF,0.73,0.0
Brain,发送,5,LRRC4C_PTPRF,Brain,LRRC4C,PTPRF,0.722,0.0
Brain,发送,6,TENM3_ADGRL2,Brain,TENM3,ADGRL2,0.722,0.0
Brain,发送,7,LRRC4B_PTPRF,Brain,LRRC4B,PTPRF,0.699,0.0
Brain,发送,8,PTN_PTPRZ1,Brain,PTN,PTPRZ1,0.694,0.0
Brain,发送,9,CADM1_NECTIN3,Brain,CADM1,NECTIN3,0.69,0.0
Brain,发送,10,DLK1_NOTCH1,Brain,DLK1,NOTCH1,0.685,0.015
Brain,接收,1,MDK_PTPRZ1,Brain,PTPRZ1,MDK,1.152,0.0
Brain,接收,2,PPIA_BSG,Brain,BSG,PPIA,1.13,0.0
Brain,接收,3,CDH2_CDH2,Brain,CDH2,CDH2,0.849,0.0
Brain,接收,4,LRFN4_PTPRF,Brain,PTPRF,LRFN4,0.73,0.0
Brain,接收,5,LRRC4C_PTPRF,Brain,PTPRF,LRRC4C,0.722,0.0
Brain,接收,6,TENM3_ADGRL2,Brain,ADGRL2,TENM3,0.722,0.0
Brain,接收,7,LRRC4B_PTPRF,Brain,PTPRF,LRRC4B,0.699,0.0
Brain,接收,8,PTN_PTPRZ1,Brain,PTPRZ1,PTN,0.694,0.0
Brain,接收,9,CADM1_NECTIN3,Brain,NECTIN3,CADM1,0.69,0.0
Brain,接收,10,DLK1_NOTCH1,Brain,NOTCH1,DLK1,0.685,0.015
Brain_1_0_Target,发送,1,PPIA_BSG,Brain,PPIA,BSG,1.168,0.002
Brain_1_0_Target,发送,2,LRFN4_PTPRF,Brain,LRFN4,PTPRF,0.827,0.0
Brain_1_0_Target,发送,3,LRRC4C_PTPRF,Brain,LRRC4C,PTPRF,0.819,0.0
Brain_1_0_Target,发送,4,LRRC4B_PTPRF,Brain,LRRC4B,PTPRF,0.795,0.0
Brain_1_0_Target,发送,5,AGRN_PTPRS,Brain,AGRN,PTPRS,0.631,0.001
Brain_1_0_Target,发送,6,FN1_integrin_a4b1_complex,Brain,FN1,integrin,0.631,0.016
Brain_1_0_Target,发送,7,PTN_PTPRZ1,Brain,PTN,PTPRZ1,0.618,0.001
Brain_1_0_Target,发送,8,JAM3_JAM3,Brain,JAM3,JAM3,0.593,0.004
Brain_1_0_Target,发送,9,WNT7B_SFRP1,Brain,WNT7B,SFRP1,0.593,0.0
Brain_1_0_Target,发送,10,WNT7B_SFRP2,Brain,WNT7B,SFRP2,0.565,0.001
Brain_1_0_Target,接收,1,MDK_PTPRZ1,Brain,PTPRZ1,MDK,1.169,0.002
Brain_1_0_Target,接收,2,IGF2_IGF1R,Brain,IGF1R,IGF2,1.159,0.0
Brain_1_0_Target,接收,3,IGF2_IGF2R,Brain,IGF2R,IGF2,1.078,0.0
Brain_1_0_Target,接收,4,LRFN4_PTPRF,Brain,PTPRF,LRFN4,0.758,0.0
Brain_1_0_Target,接收,5,DLK1_NOTCH1,Brain,NOTCH1,DLK1,0.755,0.009
Brain_1_0_Target,接收,6,PTN_PTPRZ1,Brain,PTPRZ1,PTN,0.641,0.004
Brain_1_0_Target,接收,7,AGRN_PTPRS,Brain,PTPRS,AGRN,0.635,0.0
