cell_type,cluster_id,cell_num,x,y,distance_to_target,compactness
Brain,single_cluster,336,89.7,217.6,12.5,11.63
Branchial arch,single_cluster,12,109.8,207.1,17.3,5.69
Cavity,single_cluster,71,95.9,210.3,5.9,17.04
Neural crest,single_cluster,297,98.9,211.6,8.9,16.81
Neural crest,target,120,92.5,205.5,0.0,0.0
Sclerotome,single_cluster,1,108.0,210.0,16.1,0.0
