cell_type,cluster_id,cell_num,x,y,distance_to_target,compactness
Brain,single_cluster,618,99.0,222.4,2.3,25.72
Branchial arch,single_cluster,119,118.3,200.0,27.7,6.84
Cavity,single_cluster,157,104.1,225.8,7.4,24.71
Heart,single_cluster,28,111.8,192.4,30.5,3.2
Mesenchyme,single_cluster,33,154.7,191.0,62.5,4.02
Neural crest,single_cluster,752,114.3,206.1,20.5,29.5
Neural crest,target,128,99.3,220.2,0.0,0.0
Notochord,single_cluster,176,117.2,219.6,17.9,16.77
Sclerotome,single_cluster,16,149.3,189.0,58.9,6.06
