embedding_level,embedding_index,start,end
7,52,L7/114,L7/118
7,52,L7/118,L7/116
7,52,L7/116,L6/58
7,52,L6/58,L7/117
7,52,L7/117,L7/51
7,52,L7/51,L7/48
7,52,L7/48,L6/24
7,52,L6/24,L6/26
7,52,L6/26,L7/52
7,53,L7/142,L6/71
7,53,L6/71,L5/35
7,53,L5/35,L5/28
7,53,L5/28,L6/57
7,53,L6/57,L7/114
7,53,L7/114,L7/118
7,53,L7/118,L7/116
7,53,L7/116,L6/58
7,53,L6/58,L7/117
7,53,L7/117,L7/51
7,53,L7/51,L7/48
7,53,L7/48,L6/24
7,53,L6/24,L6/26
7,53,L6/26,L7/53
7,54,L7/142,L6/71
7,54,L6/71,L5/35
7,54,L5/35,L5/28
7,54,L5/28,L6/57
7,54,L6/57,L7/115
7,54,L7/115,L7/62
7,54,L7/62,L7/56
7,54,L7/56,L7/57
7,54,L7/57,L7/25
7,54,L7/25,L6/12
7,54,L6/12,L6/13
7,54,L6/13,L7/26
7,54,L7/26,L7/54
7,55,L7/142,L6/71
7,55,L6/71,L5/35
7,55,L5/35,L5/28
7,55,L5/28,L6/57
7,55,L6/57,L7/115
7,55,L7/115,L7/62
7,55,L7/62,L7/56
7,55,L7/56,L7/57
7,55,L7/57,L7/25
7,55,L7/25,L6/12
7,55,L6/12,L6/13
7,55,L6/13,L7/27
7,55,L7/27,L7/0
7,55,L7/0,L7/55
7,56,L7/142,L6/71
7,56,L6/71,L5/35
7,56,L5/35,L5/28
7,56,L5/28,L6/57
7,56,L6/57,L7/115
7,56,L7/115,L7/62
7,56,L7/62,L7/56
7,57,L7/142,L6/71
7,57,L6/71,L5/35
7,57,L5/35,L5/28
7,57,L5/28,L6/57
7,57,L6/57,L7/115
7,57,L7/115,L7/62
7,57,L7/62,L7/56
7,57,L7/56,L7/57
7,58,L7/142,L6/71
7,58,L6/71,L5/35
7,58,L5/35,L5/28
7,58,L5/28,L6/56
7,58,L6/56,L7/112
7,58,L7/112,L7/59
7,58,L7/59,L7/58
7,59,L7/142,L6/71
7,59,L6/71,L5/35
7,59,L5/35,L5/28
7,59,L5/28,L6/56
7,59,L6/56,L7/112
7,59,L7/112,L7/59
7,60,L7/142,L6/71
7,60,L6/71,L5/35
7,60,L5/35,L5/28
7,60,L5/28,L6/57
7,60,L6/57,L7/115
7,60,L7/115,L7/62
7,60,L7/62,L7/60
7,61,L7/142,L6/71
7,61,L6/71,L5/35
7,61,L5/35,L5/28
7,61,L5/28,L6/57
7,61,L6/57,L7/115
7,61,L7/115,L7/62
7,61,L7/62,L7/61
7,62,L7/142,L6/71
7,62,L6/71,L5/35
7,62,L5/35,L5/28
7,62,L5/28,L6/57
7,62,L6/57,L7/115
7,62,L7/115,L7/62
7,63,L7/142,L6/71
7,63,L6/71,L5/35
7,63,L5/35,L5/28
7,63,L5/28,L6/57
7,63,L6/57,L7/115
7,63,L7/115,L7/63
7,64,L7/142,L6/71
7,64,L6/71,L5/35
7,64,L5/35,L5/28
7,64,L5/28,L6/57
7,64,L6/57,L7/114
7,64,L7/114,L7/118
7,64,L7/118,L7/116
7,64,L7/116,L6/58
7,64,L6/58,L7/117
7,64,L7/117,L7/105
7,64,L7/105,L6/52
7,64,L6/52,L6/55
7,64,L6/55,L7/111
7,64,L7/111,L7/100
7,64,L7/100,L7/101
7,64,L7/101,L7/102
7,64,L7/102,L7/103
7,64,L7/103,L7/99
7,64,L7/99,L7/98
7,64,L7/98,L7/64
7,65,L7/142,L6/71
7,65,L6/71,L5/35
7,65,L5/35,L5/28
7,65,L5/28,L6/57
7,65,L6/57,L7/114
7,65,L7/114,L7/118
7,65,L7/118,L7/116
7,65,L7/116,L6/58
7,65,L6/58,L7/117
7,65,L7/117,L7/105
7,65,L7/105,L6/52
7,65,L6/52,L6/55
7,65,L6/55,L7/111
7,65,L7/111,L7/100
7,65,L7/100,L7/101
7,65,L7/101,L7/102
7,65,L7/102,L7/103
7,65,L7/103,L7/99
7,65,L7/99,L7/98
7,65,L7/98,L7/64
7,65,L7/64,L7/65
7,66,L7/142,L6/71
7,66,L6/71,L5/35
7,66,L5/35,L5/28
7,66,L5/28,L6/57
7,66,L6/57,L7/114
7,66,L7/114,L7/118
7,66,L7/118,L7/116
7,66,L7/116,L6/58
7,66,L6/58,L7/117
7,66,L7/117,L7/105
7,66,L7/105,L6/52
7,66,L6/52,L6/55
7,66,L6/55,L7/111
7,66,L7/111,L7/100
7,66,L7/100,L7/101
7,66,L7/101,L7/102
7,66,L7/102,L7/73
7,66,L7/73,L7/72
7,66,L7/72,L7/74
7,66,L7/74,L7/66
7,67,L7/142,L6/71
7,67,L6/71,L5/35
7,67,L5/35,L5/28
7,67,L5/28,L6/57
7,67,L6/57,L7/114
7,67,L7/114,L7/118
7,67,L7/118,L7/116
7,67,L7/116,L6/58
7,67,L6/58,L7/117
7,67,L7/117,L7/105
7,67,L7/105,L6/52
7,67,L6/52,L6/55
7,67,L6/55,L7/111
7,67,L7/111,L7/100
7,67,L7/100,L7/101
7,67,L7/101,L7/102
7,67,L7/102,L7/73
7,67,L7/73,L7/72
7,67,L7/72,L7/74
7,67,L7/74,L7/66
7,67,L7/66,L7/67
7,68,L7/142,L6/71
7,68,L6/71,L5/35
7,68,L5/35,L5/28
7,68,L5/28,L6/57
7,68,L6/57,L7/114
7,68,L7/114,L7/118
7,68,L7/118,L7/116
7,68,L7/116,L6/58
7,68,L6/58,L7/117
7,68,L7/117,L7/105
7,68,L7/105,L6/52
7,68,L6/52,L6/55
7,68,L6/55,L7/111
7,68,L7/111,L7/100
7,68,L7/100,L7/101
7,68,L7/101,L7/102
7,68,L7/102,L7/103
7,68,L7/103,L7/99
7,68,L7/99,L7/98
7,68,L7/98,L7/64
7,68,L7/64,L7/70
7,68,L7/70,L7/68
7,69,L7/142,L6/71
7,69,L6/71,L5/35
7,69,L5/35,L5/28
7,69,L5/28,L6/57
7,69,L6/57,L7/114
7,69,L7/114,L7/118
7,69,L7/118,L7/116
7,69,L7/116,L6/58
7,69,L6/58,L7/117
7,69,L7/117,L7/105
7,69,L7/105,L6/52
7,69,L6/52,L6/55
7,69,L6/55,L7/111
7,69,L7/111,L7/100
7,69,L7/100,L7/101
7,69,L7/101,L7/102
7,69,L7/102,L7/103
7,69,L7/103,L7/99
7,69,L7/99,L7/98
7,69,L7/98,L7/64
7,69,L7/64,L7/70
7,69,L7/70,L7/69
7,70,L7/142,L6/71
7,70,L6/71,L5/35
7,70,L5/35,L5/28
7,70,L5/28,L6/57
7,70,L6/57,L7/114
7,70,L7/114,L7/118
7,70,L7/118,L7/116
7,70,L7/116,L6/58
7,70,L6/58,L7/117
7,70,L7/117,L7/105
7,70,L7/105,L6/52
7,70,L6/52,L6/55
7,70,L6/55,L7/111
7,70,L7/111,L7/100
7,70,L7/100,L7/101
7,70,L7/101,L7/102
7,70,L7/102,L7/103
7,70,L7/103,L7/99
7,70,L7/99,L7/98
7,70,L7/98,L7/64
7,70,L7/64,L7/70
7,71,L7/142,L6/71
7,71,L6/71,L5/35
7,71,L5/35,L5/28
7,71,L5/28,L6/57
7,71,L6/57,L7/114
7,71,L7/114,L7/118
7,71,L7/118,L7/116
7,71,L7/116,L6/58
7,71,L6/58,L7/117
7,71,L7/117,L7/105
7,71,L7/105,L6/52
7,71,L6/52,L6/55
7,71,L6/55,L7/111
7,71,L7/111,L7/100
7,71,L7/100,L7/101
7,71,L7/101,L7/102
7,71,L7/102,L7/73
7,71,L7/73,L7/72
7,71,L7/72,L7/74
7,71,L7/74,L7/66
7,71,L7/66,L7/67
7,71,L7/67,L7/71
7,72,L7/142,L6/71
7,72,L6/71,L5/35
7,72,L5/35,L5/28
7,72,L5/28,L6/57
7,72,L6/57,L7/114
7,72,L7/114,L7/118
7,72,L7/118,L7/116
7,72,L7/116,L6/58
7,72,L6/58,L7/117
7,72,L7/117,L7/105
7,72,L7/105,L6/52
7,72,L6/52,L6/55
7,72,L6/55,L7/111
7,72,L7/111,L7/100
7,72,L7/100,L7/101
7,72,L7/101,L7/102
7,72,L7/102,L7/73
7,72,L7/73,L7/72
7,73,L7/142,L6/71
7,73,L6/71,L5/35
7,73,L5/35,L5/28
7,73,L5/28,L6/57
7,73,L6/57,L7/114
7,73,L7/114,L7/118
7,73,L7/118,L7/116
7,73,L7/116,L6/58
7,73,L6/58,L7/117
7,73,L7/117,L7/105
7,73,L7/105,L6/52
7,73,L6/52,L6/55
7,73,L6/55,L7/111
7,73,L7/111,L7/100
7,73,L7/100,L7/101
7,73,L7/101,L7/102
7,73,L7/102,L7/73
7,74,L7/142,L6/71
7,74,L6/71,L5/35
7,74,L5/35,L5/28
7,74,L5/28,L6/57
7,74,L6/57,L7/114
7,74,L7/114,L7/118
7,74,L7/118,L7/116
7,74,L7/116,L6/58
7,74,L6/58,L7/117
7,74,L7/117,L7/105
7,74,L7/105,L6/52
7,74,L6/52,L6/55
7,74,L6/55,L7/111
7,74,L7/111,L7/100
7,74,L7/100,L7/101
7,74,L7/101,L7/102
7,74,L7/102,L7/73
7,74,L7/73,L7/72
7,74,L7/72,L7/74
7,75,L7/142,L6/71
7,75,L6/71,L5/35
7,75,L5/35,L5/28
7,75,L5/28,L6/57
7,75,L6/57,L7/114
7,75,L7/114,L7/118
7,75,L7/118,L7/116
7,75,L7/116,L6/58
7,75,L6/58,L7/117
7,75,L7/117,L7/105
7,75,L7/105,L6/52
7,75,L6/52,L6/55
7,75,L6/55,L7/111
7,75,L7/111,L7/100
7,75,L7/100,L7/101
7,75,L7/101,L7/102
7,75,L7/102,L7/73
7,75,L7/73,L7/72
7,75,L7/72,L7/75
7,76,L7/142,L6/71
7,76,L6/71,L5/35
7,76,L5/35,L5/28
7,76,L5/28,L6/57
7,76,L6/57,L7/114
7,76,L7/114,L7/118
7,76,L7/118,L7/116
7,76,L7/116,L6/58
7,76,L6/58,L7/117
7,76,L7/117,L7/105
7,76,L7/105,L6/52
7,76,L6/52,L6/55
7,76,L6/55,L7/111
7,76,L7/111,L7/100
7,76,L7/100,L7/101
7,76,L7/101,L7/102
7,76,L7/102,L7/73
7,76,L7/73,L7/76
7,77,L7/142,L6/71
7,77,L6/71,L5/35
7,77,L5/35,L5/28
7,77,L5/28,L6/57
7,77,L6/57,L7/114
7,77,L7/114,L7/118
7,77,L7/118,L7/116
7,77,L7/116,L6/58
7,77,L6/58,L7/117
7,77,L7/117,L7/105
7,77,L7/105,L6/52
7,77,L6/52,L6/55
7,77,L6/55,L7/111
7,77,L7/111,L7/100
7,77,L7/100,L7/101
7,77,L7/101,L7/102
7,77,L7/102,L7/73
7,77,L7/73,L7/77
7,78,L7/142,L6/71
7,78,L6/71,L5/35
7,78,L5/35,L5/28
7,78,L5/28,L6/57
7,78,L6/57,L7/114
7,78,L7/114,L7/118
7,78,L7/118,L7/116
7,78,L7/116,L6/58
7,78,L6/58,L7/117
7,78,L7/117,L7/105
7,78,L7/105,L6/52
7,78,L6/52,L6/55
7,78,L6/55,L7/111
7,78,L7/111,L7/100
7,78,L7/100,L7/101
7,78,L7/101,L7/102
7,78,L7/102,L7/73
7,78,L7/73,L7/76
7,78,L7/76,L7/78
7,79,L7/142,L6/71
7,79,L6/71,L5/35
7,79,L5/35,L5/28
7,79,L5/28,L6/57
7,79,L6/57,L7/114
7,79,L7/114,L7/118
7,79,L7/118,L7/116
7,79,L7/116,L6/58
7,79,L6/58,L7/117
7,79,L7/117,L7/105
7,79,L7/105,L6/52
7,79,L6/52,L6/55
7,79,L6/55,L7/111
7,79,L7/111,L7/100
7,79,L7/100,L7/101
7,79,L7/101,L7/102
7,79,L7/102,L7/73
7,79,L7/73,L7/76
7,79,L7/76,L7/79
7,80,L7/142,L6/71
7,80,L6/71,L5/35
7,80,L5/35,L5/28
7,80,L5/28,L6/57
7,80,L6/57,L7/114
7,80,L7/114,L7/118
7,80,L7/118,L7/116
7,80,L7/116,L6/58
7,80,L6/58,L7/117
7,80,L7/117,L7/105
7,80,L7/105,L6/52
7,80,L6/52,L6/55
7,80,L6/55,L7/111
7,80,L7/111,L7/100
7,80,L7/100,L7/101
7,80,L7/101,L7/102
7,80,L7/102,L7/73
7,80,L7/73,L6/36
7,80,L6/36,L5/18
7,80,L5/18,L4/9
7,80,L4/9,L4/10
7,80,L4/10,L5/20
7,80,L5/20,L6/40
7,80,L6/40,L7/80
7,81,L7/142,L6/71
7,81,L6/71,L5/35
7,81,L5/35,L5/28
7,81,L5/28,L6/57
7,81,L6/57,L7/114
7,81,L7/114,L7/118
7,81,L7/118,L7/116
7,81,L7/116,L6/58
7,81,L6/58,L7/117
7,81,L7/117,L7/105
7,81,L7/105,L6/52
7,81,L6/52,L6/55
7,81,L6/55,L7/111
7,81,L7/111,L7/100
7,81,L7/100,L7/101
7,81,L7/101,L7/102
7,81,L7/102,L7/73
7,81,L7/73,L6/36
7,81,L6/36,L5/18
7,81,L5/18,L4/9
7,81,L4/9,L4/10
7,81,L4/10,L5/20
7,81,L5/20,L6/40
7,81,L6/40,L7/81
7,82,L7/142,L6/71
7,82,L6/71,L5/35
7,82,L5/35,L5/28
7,82,L5/28,L6/57
7,82,L6/57,L7/114
7,82,L7/114,L7/118
7,82,L7/118,L7/116
7,82,L7/116,L6/58
7,82,L6/58,L7/117
7,82,L7/117,L7/105
7,82,L7/105,L6/52
7,82,L6/52,L6/55
7,82,L6/55,L7/111
7,82,L7/111,L7/100
7,82,L7/100,L7/101
7,82,L7/101,L7/102
7,82,L7/102,L7/73
7,82,L7/73,L6/36
7,82,L6/36,L5/18
7,82,L5/18,L4/9
7,82,L4/9,L4/10
7,82,L4/10,L5/20
7,82,L5/20,L6/41
7,82,L6/41,L7/82
7,83,L7/142,L6/71
7,83,L6/71,L5/35
7,83,L5/35,L5/28
7,83,L5/28,L6/57
7,83,L6/57,L7/114
7,83,L7/114,L7/118
7,83,L7/118,L7/116
7,83,L7/116,L6/58
7,83,L6/58,L7/117
7,83,L7/117,L7/105
7,83,L7/105,L6/52
7,83,L6/52,L6/55
7,83,L6/55,L7/111
7,83,L7/111,L7/100
7,83,L7/100,L7/101
7,83,L7/101,L7/102
7,83,L7/102,L7/73
7,83,L7/73,L6/36
7,83,L6/36,L5/18
7,83,L5/18,L4/9
7,83,L4/9,L4/10
7,83,L4/10,L5/20
7,83,L5/20,L6/41
7,83,L6/41,L7/83
7,84,L7/142,L6/71
7,84,L6/71,L5/35
7,84,L5/35,L5/28
7,84,L5/28,L6/57
7,84,L6/57,L7/114
7,84,L7/114,L7/118
7,84,L7/118,L7/116
7,84,L7/116,L6/58
7,84,L6/58,L7/117
7,84,L7/117,L7/105
7,84,L7/105,L6/52
7,84,L6/52,L6/55
7,84,L6/55,L7/111
7,84,L7/111,L7/100
7,84,L7/100,L7/101
7,84,L7/101,L7/102
7,84,L7/102,L7/73
7,84,L7/73,L6/36
7,84,L6/36,L5/18
7,84,L5/18,L4/9
7,84,L4/9,L4/10
7,84,L4/10,L5/21
7,84,L5/21,L6/42
7,84,L6/42,L7/84
7,85,L7/142,L6/71
7,85,L6/71,L5/35
7,85,L5/35,L5/28
7,85,L5/28,L6/57
7,85,L6/57,L7/114
7,85,L7/114,L7/118
7,85,L7/118,L7/116
7,85,L7/116,L6/58
7,85,L6/58,L7/117
7,85,L7/117,L7/105
7,85,L7/105,L6/52
7,85,L6/52,L6/55
7,85,L6/55,L7/111
7,85,L7/111,L7/100
7,85,L7/100,L7/101
7,85,L7/101,L7/102
7,85,L7/102,L7/73
7,85,L7/73,L6/36
7,85,L6/36,L5/18
7,85,L5/18,L4/9
7,85,L4/9,L4/10
7,85,L4/10,L5/21
7,85,L5/21,L6/42
7,85,L6/42,L7/85
7,86,L7/142,L6/71
7,86,L6/71,L5/35
7,86,L5/35,L5/28
7,86,L5/28,L6/57
7,86,L6/57,L7/114
7,86,L7/114,L7/118
7,86,L7/118,L7/116
7,86,L7/116,L6/58
7,86,L6/58,L7/117
7,86,L7/117,L7/105
7,86,L7/105,L6/52
7,86,L6/52,L6/55
7,86,L6/55,L7/111
7,86,L7/111,L7/100
7,86,L7/100,L7/101
7,86,L7/101,L7/102
7,86,L7/102,L7/73
7,86,L7/73,L6/36
7,86,L6/36,L5/18
7,86,L5/18,L4/9
7,86,L4/9,L4/10
7,86,L4/10,L5/21
7,86,L5/21,L6/43
7,86,L6/43,L7/86
7,87,L7/142,L6/71
7,87,L6/71,L5/35
7,87,L5/35,L5/28
7,87,L5/28,L6/57
7,87,L6/57,L7/114
7,87,L7/114,L7/118
7,87,L7/118,L7/116
7,87,L7/116,L6/58
7,87,L6/58,L7/117
7,87,L7/117,L7/105
7,87,L7/105,L6/52
7,87,L6/52,L6/55
7,87,L6/55,L7/111
7,87,L7/111,L7/100
7,87,L7/100,L7/101
7,87,L7/101,L7/102
7,87,L7/102,L7/73
7,87,L7/73,L6/36
7,87,L6/36,L5/18
7,87,L5/18,L4/9
7,87,L4/9,L4/10
7,87,L4/10,L5/21
7,87,L5/21,L6/43
7,87,L6/43,L7/87
7,88,L7/142,L6/71
7,88,L6/71,L5/35
7,88,L5/35,L5/28
7,88,L5/28,L6/57
7,88,L6/57,L7/114
7,88,L7/114,L7/118
7,88,L7/118,L7/116
7,88,L7/116,L6/58
7,88,L6/58,L7/117
7,88,L7/117,L7/105
7,88,L7/105,L6/52
7,88,L6/52,L6/55
7,88,L6/55,L7/111
7,88,L7/111,L7/100
7,88,L7/100,L7/101
7,88,L7/101,L7/102
7,88,L7/102,L7/73
7,88,L7/73,L6/36
7,88,L6/36,L5/18
7,88,L5/18,L4/9
7,88,L4/9,L4/10
7,88,L4/10,L5/20
7,88,L5/20,L6/40
7,88,L6/40,L6/47
7,88,L6/47,L7/95
7,88,L7/95,L7/92
7,88,L7/92,L7/88
7,89,L7/142,L6/71
7,89,L6/71,L5/35
7,89,L5/35,L5/28
7,89,L5/28,L6/57
7,89,L6/57,L7/114
7,89,L7/114,L7/118
7,89,L7/118,L7/116
7,89,L7/116,L6/58
7,89,L6/58,L7/117
7,89,L7/117,L7/105
7,89,L7/105,L6/52
7,89,L6/52,L6/55
7,89,L6/55,L7/111
7,89,L7/111,L7/100
7,89,L7/100,L7/101
7,89,L7/101,L7/102
7,89,L7/102,L7/73
7,89,L7/73,L6/36
7,89,L6/36,L5/18
7,89,L5/18,L4/9
7,89,L4/9,L4/10
7,89,L4/10,L5/20
7,89,L5/20,L6/40
7,89,L6/40,L6/47
7,89,L6/47,L7/95
7,89,L7/95,L7/90
7,89,L7/90,L7/89
7,90,L7/142,L6/71
7,90,L6/71,L5/35
7,90,L5/35,L5/28
7,90,L5/28,L6/57
7,90,L6/57,L7/114
7,90,L7/114,L7/118
7,90,L7/118,L7/116
7,90,L7/116,L6/58
7,90,L6/58,L7/117
7,90,L7/117,L7/105
7,90,L7/105,L6/52
7,90,L6/52,L6/55
7,90,L6/55,L7/111
7,90,L7/111,L7/100
7,90,L7/100,L7/101
7,90,L7/101,L7/102
7,90,L7/102,L7/73
7,90,L7/73,L6/36
7,90,L6/36,L5/18
7,90,L5/18,L4/9
7,90,L4/9,L4/10
7,90,L4/10,L5/20
7,90,L5/20,L6/40
7,90,L6/40,L6/47
7,90,L6/47,L7/95
7,90,L7/95,L7/90
7,91,L7/142,L6/71
7,91,L6/71,L5/35
7,91,L5/35,L5/28
7,91,L5/28,L6/57
7,91,L6/57,L7/114
7,91,L7/114,L7/118
7,91,L7/118,L7/116
7,91,L7/116,L6/58
7,91,L6/58,L7/117
7,91,L7/117,L7/105
7,91,L7/105,L6/52
7,91,L6/52,L6/55
7,91,L6/55,L7/111
7,91,L7/111,L7/100
7,91,L7/100,L7/101
7,91,L7/101,L7/102
7,91,L7/102,L7/73
7,91,L7/73,L6/36
7,91,L6/36,L5/18
7,91,L5/18,L4/9
7,91,L4/9,L4/10
7,91,L4/10,L5/20
7,91,L5/20,L6/40
7,91,L6/40,L6/47
7,91,L6/47,L7/95
7,91,L7/95,L7/90
7,91,L7/90,L7/91
7,92,L7/142,L6/71
7,92,L6/71,L5/35
7,92,L5/35,L5/28
7,92,L5/28,L6/57
7,92,L6/57,L7/114
7,92,L7/114,L7/118
7,92,L7/118,L7/116
7,92,L7/116,L6/58
7,92,L6/58,L7/117
7,92,L7/117,L7/105
7,92,L7/105,L6/52
7,92,L6/52,L6/55
7,92,L6/55,L7/111
7,92,L7/111,L7/100
7,92,L7/100,L7/101
7,92,L7/101,L7/102
7,92,L7/102,L7/73
7,92,L7/73,L6/36
7,92,L6/36,L5/18
7,92,L5/18,L4/9
7,92,L4/9,L4/10
7,92,L4/10,L5/20
7,92,L5/20,L6/40
7,92,L6/40,L6/47
7,92,L6/47,L7/95
7,92,L7/95,L7/92
7,93,L7/142,L6/71
7,93,L6/71,L5/35
7,93,L5/35,L5/28
7,93,L5/28,L6/57
7,93,L6/57,L7/114
7,93,L7/114,L7/118
7,93,L7/118,L7/116
7,93,L7/116,L6/58
7,93,L6/58,L7/117
7,93,L7/117,L7/105
7,93,L7/105,L6/52
7,93,L6/52,L6/55
7,93,L6/55,L7/111
7,93,L7/111,L7/100
7,93,L7/100,L7/101
7,93,L7/101,L7/102
7,93,L7/102,L7/73
7,93,L7/73,L6/36
7,93,L6/36,L5/18
7,93,L5/18,L4/9
7,93,L4/9,L4/10
7,93,L4/10,L5/20
7,93,L5/20,L6/40
7,93,L6/40,L6/47
7,93,L6/47,L7/94
7,93,L7/94,L7/93
7,94,L7/142,L6/71
7,94,L6/71,L5/35
7,94,L5/35,L5/28
7,94,L5/28,L6/57
7,94,L6/57,L7/114
7,94,L7/114,L7/118
7,94,L7/118,L7/116
7,94,L7/116,L6/58
7,94,L6/58,L7/117
7,94,L7/117,L7/105
7,94,L7/105,L6/52
7,94,L6/52,L6/55
7,94,L6/55,L7/111
7,94,L7/111,L7/100
7,94,L7/100,L7/101
7,94,L7/101,L7/102
7,94,L7/102,L7/73
7,94,L7/73,L6/36
7,94,L6/36,L5/18
7,94,L5/18,L4/9
7,94,L4/9,L4/10
7,94,L4/10,L5/20
7,94,L5/20,L6/40
7,94,L6/40,L6/47
7,94,L6/47,L7/94
7,95,L7/142,L6/71
7,95,L6/71,L5/35
7,95,L5/35,L5/28
7,95,L5/28,L6/57
7,95,L6/57,L7/114
7,95,L7/114,L7/118
7,95,L7/118,L7/116
7,95,L7/116,L6/58
7,95,L6/58,L7/117
7,95,L7/117,L7/105
7,95,L7/105,L6/52
7,95,L6/52,L6/55
7,95,L6/55,L7/111
7,95,L7/111,L7/100
7,95,L7/100,L7/101
7,95,L7/101,L7/102
7,95,L7/102,L7/73
7,95,L7/73,L6/36
7,95,L6/36,L5/18
7,95,L5/18,L4/9
7,95,L4/9,L4/10
7,95,L4/10,L5/20
7,95,L5/20,L6/40
7,95,L6/40,L6/47
7,95,L6/47,L7/95
7,96,L7/142,L6/71
7,96,L6/71,L5/35
7,96,L5/35,L5/28
7,96,L5/28,L6/57
7,96,L6/57,L7/114
7,96,L7/114,L7/118
7,96,L7/118,L7/116
7,96,L7/116,L6/58
7,96,L6/58,L7/117
7,96,L7/117,L7/105
7,96,L7/105,L6/52
7,96,L6/52,L6/55
7,96,L6/55,L7/111
7,96,L7/111,L7/100
7,96,L7/100,L7/101
7,96,L7/101,L7/102
7,96,L7/102,L7/103
7,96,L7/103,L7/96
7,97,L7/142,L6/71
7,97,L6/71,L5/35
7,97,L5/35,L5/28
7,97,L5/28,L6/57
7,97,L6/57,L7/114
7,97,L7/114,L7/118
7,97,L7/118,L7/116
7,97,L7/116,L6/58
7,97,L6/58,L7/117
7,97,L7/117,L7/105
7,97,L7/105,L6/52
7,97,L6/52,L6/55
7,97,L6/55,L7/111
7,97,L7/111,L7/100
7,97,L7/100,L7/101
7,97,L7/101,L7/102
7,97,L7/102,L7/103
7,97,L7/103,L7/96
7,97,L7/96,L7/97
7,98,L7/142,L6/71
7,98,L6/71,L5/35
7,98,L5/35,L5/28
7,98,L5/28,L6/57
7,98,L6/57,L7/114
7,98,L7/114,L7/118
7,98,L7/118,L7/116
7,98,L7/116,L6/58
7,98,L6/58,L7/117
7,98,L7/117,L7/105
7,98,L7/105,L6/52
7,98,L6/52,L6/55
7,98,L6/55,L7/111
7,98,L7/111,L7/100
7,98,L7/100,L7/101
7,98,L7/101,L7/102
7,98,L7/102,L7/103
7,98,L7/103,L7/99
7,98,L7/99,L7/98
7,99,L7/142,L6/71
7,99,L6/71,L5/35
7,99,L5/35,L5/28
7,99,L5/28,L6/57
7,99,L6/57,L7/114
7,99,L7/114,L7/118
7,99,L7/118,L7/116
7,99,L7/116,L6/58
7,99,L6/58,L7/117
7,99,L7/117,L7/105
7,99,L7/105,L6/52
7,99,L6/52,L6/55
7,99,L6/55,L7/111
7,99,L7/111,L7/100
7,99,L7/100,L7/101
7,99,L7/101,L7/102
7,99,L7/102,L7/103
7,99,L7/103,L7/99
7,100,L7/142,L6/71
7,100,L6/71,L5/35
7,100,L5/35,L5/28
7,100,L5/28,L6/57
7,100,L6/57,L7/114
7,100,L7/114,L7/118
7,100,L7/118,L7/116
7,100,L7/116,L6/58
7,100,L6/58,L7/117
7,100,L7/117,L7/105
7,100,L7/105,L6/52
7,100,L6/52,L6/55
7,100,L6/55,L7/111
7,100,L7/111,L7/100
7,101,L7/142,L6/71
7,101,L6/71,L5/35
7,101,L5/35,L5/28
7,101,L5/28,L6/57
7,101,L6/57,L7/114
7,101,L7/114,L7/118
7,101,L7/118,L7/116
7,101,L7/116,L6/58
7,101,L6/58,L7/117
7,101,L7/117,L7/105
7,101,L7/105,L6/52
7,101,L6/52,L6/55
7,101,L6/55,L7/111
7,101,L7/111,L7/100
7,101,L7/100,L7/101
7,102,L7/142,L6/71
7,102,L6/71,L5/35
7,102,L5/35,L5/28
7,102,L5/28,L6/57
7,102,L6/57,L7/114
7,102,L7/114,L7/118
7,102,L7/118,L7/116
7,102,L7/116,L6/58
7,102,L6/58,L7/117
7,102,L7/117,L7/105
7,102,L7/105,L6/52
7,102,L6/52,L6/55
7,102,L6/55,L7/111
7,102,L7/111,L7/100
7,102,L7/100,L7/101
7,102,L7/101,L7/102
7,103,L7/142,L6/71
7,103,L6/71,L5/35
7,103,L5/35,L5/28
7,103,L5/28,L6/57
7,103,L6/57,L7/114
7,103,L7/114,L7/118
7,103,L7/118,L7/116
7,103,L7/116,L6/58
7,103,L6/58,L7/117
7,103,L7/117,L7/105
7,103,L7/105,L6/52
7,103,L6/52,L6/55
7,103,L6/55,L7/111
7,103,L7/111,L7/100
7,103,L7/100,L7/101
7,103,L7/101,L7/102
7,103,L7/102,L7/103
7,104,L7/142,L6/71
7,104,L6/71,L5/35
7,104,L5/35,L5/28
7,104,L5/28,L6/57
7,104,L6/57,L7/114
7,104,L7/114,L7/118
7,104,L7/118,L7/116
7,104,L7/116,L6/58
7,104,L6/58,L7/117
7,104,L7/117,L7/104
7,105,L7/142,L6/71
7,105,L6/71,L5/35
7,105,L5/35,L5/28
7,105,L5/28,L6/57
7,105,L6/57,L7/114
7,105,L7/114,L7/118
7,105,L7/118,L7/116
7,105,L7/116,L6/58
7,105,L6/58,L7/117
7,105,L7/117,L7/105
7,106,L7/142,L6/71
7,106,L6/71,L5/35
7,106,L5/35,L5/28
7,106,L5/28,L6/57
7,106,L6/57,L7/114
7,106,L7/114,L7/118
7,106,L7/118,L7/116
7,106,L7/116,L6/58
7,106,L6/58,L7/117
7,106,L7/117,L7/104
7,106,L7/104,L7/107
7,106,L7/107,L7/106
7,107,L7/142,L6/71
7,107,L6/71,L5/35
7,107,L5/35,L5/28
7,107,L5/28,L6/57
7,107,L6/57,L7/114
7,107,L7/114,L7/118
7,107,L7/118,L7/116
7,107,L7/116,L6/58
7,107,L6/58,L7/117
