embedding_level,embedding_index,start,end
8,510,L8/409,L8/395
8,510,L8/395,L8/394
8,510,L8/394,L8/393
8,510,L8/393,L8/398
8,510,L8/398,L8/397
8,510,L8/397,L8/396
8,510,L8/396,L8/478
8,510,L8/478,L8/477
8,510,L8/477,L8/509
8,510,L8/509,L8/508
8,510,L8/508,L8/466
8,510,L8/466,L8/465
8,510,L8/465,L8/464
8,510,L8/464,L8/511
8,510,L8/511,L8/510
8,511,L8/369,L8/225
8,511,L8/225,L8/118
8,511,L8/118,L8/414
8,511,L8/414,L8/412
8,511,L8/412,L8/410
8,511,L8/410,L7/205
8,511,L7/205,L6/102
8,511,L6/102,L7/204
8,511,L7/204,L8/409
8,511,L8/409,L8/395
8,511,L8/395,L8/394
8,511,L8/394,L8/393
8,511,L8/393,L8/398
8,511,L8/398,L8/397
8,511,L8/397,L8/396
8,511,L8/396,L8/478
8,511,L8/478,L8/477
8,511,L8/477,L8/509
8,511,L8/509,L8/508
8,511,L8/508,L8/466
8,511,L8/466,L8/465
8,511,L8/465,L8/464
8,511,L8/464,L8/511
9,0,L9/766,L9/745
9,0,L9/745,L8/372
9,0,L8/372,L8/248
9,0,L8/248,L9/497
9,0,L9/497,L9/501
9,0,L9/501,L9/502
9,0,L9/502,L9/503
9,0,L9/503,L9/488
9,0,L9/488,L9/490
9,0,L9/490,L9/491
9,0,L9/491,L9/476
9,0,L9/476,L9/478
9,0,L9/478,L9/479
9,0,L9/479,L9/464
9,0,L9/464,L8/232
9,0,L8/232,L7/116
9,0,L7/116,L6/58
9,0,L6/58,L7/117
9,0,L7/117,L8/235
9,0,L8/235,L9/471
9,0,L9/471,L9/205
9,0,L9/205,L9/192
9,0,L9/192,L9/195
9,0,L9/195,L9/197
9,0,L9/197,L9/214
9,0,L9/214,L9/213
9,0,L9/213,L9/221
9,0,L9/221,L9/217
9,0,L9/217,L9/219
9,0,L9/219,L9/0
9,1,L9/766,L9/745
9,1,L9/745,L8/372
9,1,L8/372,L8/248
9,1,L8/248,L9/497
9,1,L9/497,L9/501
9,1,L9/501,L9/502
9,1,L9/502,L9/503
9,1,L9/503,L9/488
9,1,L9/488,L9/490
9,1,L9/490,L9/491
9,1,L9/491,L9/476
9,1,L9/476,L9/478
9,1,L9/478,L9/479
9,1,L9/479,L9/464
9,1,L9/464,L8/232
9,1,L8/232,L7/116
9,1,L7/116,L6/58
9,1,L6/58,L7/117
9,1,L7/117,L8/235
9,1,L8/235,L9/471
9,1,L9/471,L9/205
9,1,L9/205,L9/192
9,1,L9/192,L9/195
9,1,L9/195,L9/197
9,1,L9/197,L9/214
9,1,L9/214,L9/213
9,1,L9/213,L9/221
9,1,L9/221,L9/220
9,1,L9/220,L9/222
9,1,L9/222,L9/2
9,1,L9/2,L9/1
9,2,L9/766,L9/745
9,2,L9/745,L8/372
9,2,L8/372,L8/248
9,2,L8/248,L9/497
9,2,L9/497,L9/501
9,2,L9/501,L9/502
9,2,L9/502,L9/503
9,2,L9/503,L9/488
9,2,L9/488,L9/490
9,2,L9/490,L9/491
9,2,L9/491,L9/476
9,2,L9/476,L9/478
9,2,L9/478,L9/479
9,2,L9/479,L9/464
9,2,L9/464,L8/232
9,2,L8/232,L7/116
9,2,L7/116,L6/58
9,2,L6/58,L7/117
9,2,L7/117,L8/235
9,2,L8/235,L9/471
9,2,L9/471,L9/205
9,2,L9/205,L9/192
9,2,L9/192,L9/195
9,2,L9/195,L9/197
9,2,L9/197,L9/214
9,2,L9/214,L9/213
9,2,L9/213,L9/221
9,2,L9/221,L9/220
9,2,L9/220,L9/222
9,2,L9/222,L9/2
9,3,L9/766,L9/745
9,3,L9/745,L8/372
9,3,L8/372,L8/248
9,3,L8/248,L9/497
9,3,L9/497,L9/501
9,3,L9/501,L9/502
9,3,L9/502,L9/503
9,3,L9/503,L9/488
9,3,L9/488,L9/490
9,3,L9/490,L9/491
9,3,L9/491,L9/476
9,3,L9/476,L9/478
9,3,L9/478,L9/479
9,3,L9/479,L9/464
9,3,L9/464,L8/232
9,3,L8/232,L7/116
9,3,L7/116,L6/58
9,3,L6/58,L7/117
9,3,L7/117,L8/235
9,3,L8/235,L9/471
9,3,L9/471,L9/205
9,3,L9/205,L9/192
9,3,L9/192,L9/195
9,3,L9/195,L9/197
9,3,L9/197,L9/214
9,3,L9/214,L9/213
9,3,L9/213,L9/221
9,3,L9/221,L9/217
9,3,L9/217,L9/219
9,3,L9/219,L9/3
9,4,L9/766,L9/745
9,4,L9/745,L8/372
9,4,L8/372,L8/248
9,4,L8/248,L9/497
9,4,L9/497,L9/501
9,4,L9/501,L9/502
9,4,L9/502,L9/503
9,4,L9/503,L9/488
9,4,L9/488,L9/490
9,4,L9/490,L9/491
9,4,L9/491,L9/476
9,4,L9/476,L9/478
9,4,L9/478,L9/479
9,4,L9/479,L9/464
9,4,L9/464,L8/232
9,4,L8/232,L7/116
9,4,L7/116,L6/58
9,4,L6/58,L7/117
9,4,L7/117,L8/235
9,4,L8/235,L9/471
9,4,L9/471,L9/205
9,4,L9/205,L9/192
9,4,L9/192,L9/195
9,4,L9/195,L9/197
9,4,L9/197,L9/214
9,4,L9/214,L9/213
9,4,L9/213,L9/221
9,4,L9/221,L9/220
9,4,L9/220,L9/222
9,4,L9/222,L9/223
9,4,L9/223,L9/4
9,5,L9/766,L9/745
9,5,L9/745,L8/372
9,5,L8/372,L8/248
9,5,L8/248,L9/497
9,5,L9/497,L9/501
9,5,L9/501,L9/502
9,5,L9/502,L9/503
9,5,L9/503,L9/488
9,5,L9/488,L9/490
9,5,L9/490,L9/491
9,5,L9/491,L9/476
9,5,L9/476,L9/478
9,5,L9/478,L9/479
9,5,L9/479,L9/464
9,5,L9/464,L8/232
9,5,L8/232,L7/116
9,5,L7/116,L6/58
9,5,L6/58,L7/117
9,5,L7/117,L8/235
9,5,L8/235,L9/471
9,5,L9/471,L9/205
9,5,L9/205,L9/192
9,5,L9/192,L9/195
9,5,L9/195,L9/197
9,5,L9/197,L9/214
9,5,L9/214,L9/213
9,5,L9/213,L9/221
9,5,L9/221,L9/220
9,5,L9/220,L9/222
9,5,L9/222,L9/2
9,5,L9/2,L9/5
9,6,L9/766,L9/745
9,6,L9/745,L8/372
9,6,L8/372,L8/248
9,6,L8/248,L9/497
9,6,L9/497,L9/501
9,6,L9/501,L9/502
9,6,L9/502,L9/503
9,6,L9/503,L9/488
9,6,L9/488,L9/490
9,6,L9/490,L9/491
9,6,L9/491,L9/476
9,6,L9/476,L9/478
9,6,L9/478,L9/479
9,6,L9/479,L9/464
9,6,L9/464,L8/232
9,6,L8/232,L7/116
9,6,L7/116,L6/58
9,6,L6/58,L7/117
9,6,L7/117,L8/235
9,6,L8/235,L9/471
9,6,L9/471,L9/205
9,6,L9/205,L9/192
9,6,L9/192,L9/195
9,6,L9/195,L9/197
9,6,L9/197,L9/214
9,6,L9/214,L9/213
9,6,L9/213,L9/221
9,6,L9/221,L9/217
9,6,L9/217,L9/219
9,6,L9/219,L9/0
9,6,L9/0,L9/109
9,6,L9/109,L9/6
9,7,L9/766,L9/745
9,7,L9/745,L8/372
9,7,L8/372,L8/248
9,7,L8/248,L9/497
9,7,L9/497,L9/501
9,7,L9/501,L9/502
9,7,L9/502,L9/503
9,7,L9/503,L9/488
9,7,L9/488,L9/490
9,7,L9/490,L9/491
9,7,L9/491,L9/476
9,7,L9/476,L9/478
9,7,L9/478,L9/479
9,7,L9/479,L9/464
9,7,L9/464,L8/232
9,7,L8/232,L7/116
9,7,L7/116,L6/58
9,7,L6/58,L7/117
9,7,L7/117,L8/235
9,7,L8/235,L9/471
9,7,L9/471,L9/205
9,7,L9/205,L9/192
9,7,L9/192,L9/195
9,7,L9/195,L9/197
9,7,L9/197,L9/214
9,7,L9/214,L9/213
9,7,L9/213,L9/221
9,7,L9/221,L9/220
9,7,L9/220,L9/222
9,7,L9/222,L9/2
9,7,L9/2,L9/1
9,7,L9/1,L9/7
9,8,L9/766,L9/745
9,8,L9/745,L8/372
9,8,L8/372,L8/248
9,8,L8/248,L9/497
9,8,L9/497,L9/501
9,8,L9/501,L9/502
9,8,L9/502,L9/503
9,8,L9/503,L9/488
9,8,L9/488,L9/490
9,8,L9/490,L9/491
9,8,L9/491,L9/476
9,8,L9/476,L9/478
9,8,L9/478,L9/479
9,8,L9/479,L9/464
9,8,L9/464,L8/232
9,8,L8/232,L7/116
9,8,L7/116,L6/58
9,8,L6/58,L7/117
9,8,L7/117,L8/235
9,8,L8/235,L9/471
9,8,L9/471,L9/205
9,8,L9/205,L9/192
9,8,L9/192,L9/195
9,8,L9/195,L9/197
9,8,L9/197,L9/214
9,8,L9/214,L9/215
9,8,L9/215,L9/209
9,8,L9/209,L9/210
9,8,L9/210,L9/216
9,8,L9/216,L9/9
9,8,L9/9,L9/8
9,9,L9/766,L9/745
9,9,L9/745,L8/372
9,9,L8/372,L8/248
9,9,L8/248,L9/497
9,9,L9/497,L9/501
9,9,L9/501,L9/502
9,9,L9/502,L9/503
9,9,L9/503,L9/488
9,9,L9/488,L9/490
9,9,L9/490,L9/491
9,9,L9/491,L9/476
9,9,L9/476,L9/478
9,9,L9/478,L9/479
9,9,L9/479,L9/464
9,9,L9/464,L8/232
9,9,L8/232,L7/116
9,9,L7/116,L6/58
9,9,L6/58,L7/117
9,9,L7/117,L8/235
9,9,L8/235,L9/471
9,9,L9/471,L9/205
9,9,L9/205,L9/192
9,9,L9/192,L9/195
9,9,L9/195,L9/197
9,9,L9/197,L9/214
9,9,L9/214,L9/215
9,9,L9/215,L9/209
9,9,L9/209,L9/210
9,9,L9/210,L9/216
9,9,L9/216,L9/9
9,10,L9/766,L9/745
9,10,L9/745,L8/372
9,10,L8/372,L8/248
9,10,L8/248,L9/497
9,10,L9/497,L9/501
9,10,L9/501,L9/502
9,10,L9/502,L9/503
9,10,L9/503,L9/488
9,10,L9/488,L9/490
9,10,L9/490,L9/491
9,10,L9/491,L9/476
9,10,L9/476,L9/478
9,10,L9/478,L9/479
9,10,L9/479,L9/464
9,10,L9/464,L8/232
9,10,L8/232,L7/116
9,10,L7/116,L6/58
9,10,L6/58,L7/117
9,10,L7/117,L8/235
9,10,L8/235,L9/471
9,10,L9/471,L9/205
9,10,L9/205,L9/192
9,10,L9/192,L9/195
9,10,L9/195,L9/197
9,10,L9/197,L9/214
9,10,L9/214,L9/213
9,10,L9/213,L9/221
9,10,L9/221,L9/220
9,10,L9/220,L9/222
9,10,L9/222,L9/223
9,10,L9/223,L9/15
9,10,L9/15,L9/10
9,11,L9/766,L9/745
9,11,L9/745,L8/372
9,11,L8/372,L8/248
9,11,L8/248,L9/497
9,11,L9/497,L9/501
9,11,L9/501,L9/502
9,11,L9/502,L9/503
9,11,L9/503,L9/488
9,11,L9/488,L9/490
9,11,L9/490,L9/491
9,11,L9/491,L9/476
9,11,L9/476,L9/478
9,11,L9/478,L9/479
9,11,L9/479,L9/464
9,11,L9/464,L8/232
9,11,L8/232,L7/116
9,11,L7/116,L6/58
9,11,L6/58,L7/117
9,11,L7/117,L8/235
9,11,L8/235,L9/471
9,11,L9/471,L9/205
9,11,L9/205,L9/192
9,11,L9/192,L9/195
9,11,L9/195,L9/197
9,11,L9/197,L9/214
9,11,L9/214,L9/213
9,11,L9/213,L9/221
9,11,L9/221,L9/220
9,11,L9/220,L9/222
9,11,L9/222,L9/223
9,11,L9/223,L9/15
9,11,L9/15,L9/11
9,12,L9/766,L9/745
9,12,L9/745,L8/372
9,12,L8/372,L8/248
9,12,L8/248,L9/497
9,12,L9/497,L9/501
9,12,L9/501,L9/502
9,12,L9/502,L9/503
9,12,L9/503,L9/488
9,12,L9/488,L9/490
9,12,L9/490,L9/491
9,12,L9/491,L9/476
9,12,L9/476,L9/478
9,12,L9/478,L9/479
9,12,L9/479,L9/464
9,12,L9/464,L8/232
9,12,L8/232,L7/116
9,12,L7/116,L6/58
9,12,L6/58,L7/117
9,12,L7/117,L8/235
9,12,L8/235,L9/471
9,12,L9/471,L9/205
9,12,L9/205,L9/192
9,12,L9/192,L9/195
9,12,L9/195,L9/197
9,12,L9/197,L9/214
9,12,L9/214,L9/213
9,12,L9/213,L9/221
9,12,L9/221,L9/220
9,12,L9/220,L9/222
9,12,L9/222,L9/2
9,12,L9/2,L9/5
9,12,L9/5,L9/12
9,13,L9/766,L9/745
9,13,L9/745,L8/372
9,13,L8/372,L8/248
9,13,L8/248,L9/497
9,13,L9/497,L9/501
9,13,L9/501,L9/502
9,13,L9/502,L9/503
9,13,L9/503,L9/488
9,13,L9/488,L9/490
9,13,L9/490,L9/491
9,13,L9/491,L9/476
9,13,L9/476,L9/478
9,13,L9/478,L9/479
9,13,L9/479,L9/464
9,13,L9/464,L8/232
9,13,L8/232,L7/116
9,13,L7/116,L6/58
9,13,L6/58,L7/117
9,13,L7/117,L8/235
9,13,L8/235,L9/471
9,13,L9/471,L9/205
9,13,L9/205,L9/192
9,13,L9/192,L9/195
9,13,L9/195,L9/197
9,13,L9/197,L9/214
9,13,L9/214,L9/213
9,13,L9/213,L9/221
9,13,L9/221,L9/217
9,13,L9/217,L9/219
9,13,L9/219,L9/0
9,13,L9/0,L9/13
9,14,L9/766,L9/745
9,14,L9/745,L8/372
9,14,L8/372,L8/248
9,14,L8/248,L9/497
9,14,L9/497,L9/501
9,14,L9/501,L9/502
9,14,L9/502,L9/503
9,14,L9/503,L9/488
9,14,L9/488,L9/490
9,14,L9/490,L9/491
9,14,L9/491,L9/476
9,14,L9/476,L9/478
9,14,L9/478,L9/479
9,14,L9/479,L9/464
9,14,L9/464,L8/232
9,14,L8/232,L7/116
9,14,L7/116,L6/58
9,14,L6/58,L7/117
9,14,L7/117,L8/235
9,14,L8/235,L9/471
9,14,L9/471,L9/205
9,14,L9/205,L9/192
9,14,L9/192,L9/195
9,14,L9/195,L9/197
9,14,L9/197,L9/214
9,14,L9/214,L9/213
9,14,L9/213,L9/221
9,14,L9/221,L9/220
9,14,L9/220,L9/222
9,14,L9/222,L9/223
9,14,L9/223,L9/14
9,15,L9/766,L9/745
9,15,L9/745,L8/372
9,15,L8/372,L8/248
9,15,L8/248,L9/497
9,15,L9/497,L9/501
9,15,L9/501,L9/502
9,15,L9/502,L9/503
9,15,L9/503,L9/488
9,15,L9/488,L9/490
9,15,L9/490,L9/491
9,15,L9/491,L9/476
9,15,L9/476,L9/478
9,15,L9/478,L9/479
9,15,L9/479,L9/464
9,15,L9/464,L8/232
9,15,L8/232,L7/116
9,15,L7/116,L6/58
9,15,L6/58,L7/117
9,15,L7/117,L8/235
9,15,L8/235,L9/471
9,15,L9/471,L9/205
9,15,L9/205,L9/192
9,15,L9/192,L9/195
9,15,L9/195,L9/197
9,15,L9/197,L9/214
9,15,L9/214,L9/213
9,15,L9/213,L9/221
9,15,L9/221,L9/220
9,15,L9/220,L9/222
9,15,L9/222,L9/223
9,15,L9/223,L9/15
9,16,L9/766,L9/1022
9,16,L9/1022,L8/511
9,16,L8/511,L8/510
9,16,L8/510,L9/1020
9,16,L9/1020,L9/910
9,16,L9/910,L9/908
9,16,L9/908,L9/896
9,16,L9/896,L9/897
9,16,L9/897,L9/899
9,16,L9/899,L9/917
9,16,L9/917,L9/916
9,16,L9/916,L9/919
9,16,L9/919,L9/927
9,16,L9/927,L9/924
9,16,L9/924,L9/832
9,16,L9/832,L8/416
9,16,L8/416,L7/208
9,16,L7/208,L6/104
9,16,L6/104,L6/107
9,16,L6/107,L7/215
9,16,L7/215,L7/212
9,16,L7/212,L8/424
9,16,L8/424,L9/849
9,16,L9/849,L9/893
9,16,L9/893,L9/892
9,16,L9/892,L9/889
9,16,L9/889,L8/444
9,16,L8/444,L8/432
9,16,L8/432,L9/865
9,16,L9/865,L9/867
9,16,L9/867,L9/876
9,16,L9/876,L8/438
9,16,L8/438,L7/219
9,16,L7/219,L6/109
9,16,L6/109,L6/10
9,16,L6/10,L7/20
9,16,L7/20,L8/41
9,16,L8/41,L9/82
9,16,L9/82,L9/95
9,16,L9/95,L9/92
9,16,L9/92,L9/93
9,16,L9/93,L9/78
9,16,L9/78,L9/75
9,16,L9/75,L9/69
9,16,L9/69,L9/68
9,16,L9/68,L9/71
9,16,L9/71,L9/66
9,16,L9/66,L9/57
9,16,L9/57,L9/58
9,16,L9/58,L9/62
9,16,L9/62,L9/63
9,16,L9/63,L9/39
9,16,L9/39,L8/19
9,16,L8/19,L7/9
9,16,L7/9,L6/4
9,16,L6/4,L6/2
9,16,L6/2,L7/4
9,16,L7/4,L8/8
9,16,L8/8,L9/16
9,17,L9/766,L9/1022
9,17,L9/1022,L8/511
9,17,L8/511,L8/510
9,17,L8/510,L9/1020
9,17,L9/1020,L9/910
9,17,L9/910,L9/908
9,17,L9/908,L9/896
9,17,L9/896,L9/897
9,17,L9/897,L9/899
9,17,L9/899,L9/917
9,17,L9/917,L9/916
9,17,L9/916,L9/919
9,17,L9/919,L9/927
9,17,L9/927,L9/924
9,17,L9/924,L9/832
9,17,L9/832,L8/416
9,17,L8/416,L7/208
9,17,L7/208,L6/104
9,17,L6/104,L6/107
9,17,L6/107,L7/215
9,17,L7/215,L7/212
9,17,L7/212,L8/424
9,17,L8/424,L9/849
9,17,L9/849,L9/893
9,17,L9/893,L9/892
9,17,L9/892,L9/889
9,17,L9/889,L8/444
9,17,L8/444,L8/432
9,17,L8/432,L9/865
9,17,L9/865,L9/867
9,17,L9/867,L9/876
9,17,L9/876,L8/438
9,17,L8/438,L7/219
9,17,L7/219,L6/109
9,17,L6/109,L6/10
9,17,L6/10,L7/20
9,17,L7/20,L8/41
9,17,L8/41,L9/82
9,17,L9/82,L9/95
9,17,L9/95,L9/92
9,17,L9/92,L9/93
9,17,L9/93,L9/78
9,17,L9/78,L9/75
9,17,L9/75,L9/69
9,17,L9/69,L9/68
9,17,L9/68,L9/71
9,17,L9/71,L9/66
9,17,L9/66,L9/57
9,17,L9/57,L9/58
9,17,L9/58,L9/62
9,17,L9/62,L9/63
9,17,L9/63,L9/39
9,17,L9/39,L8/19
9,17,L8/19,L7/9
9,17,L7/9,L6/4
9,17,L6/4,L6/2
9,17,L6/2,L7/4
9,17,L7/4,L8/8
9,17,L8/8,L9/17
9,18,L9/766,L9/1022
9,18,L9/1022,L8/511
9,18,L8/511,L8/510
9,18,L8/510,L9/1020
9,18,L9/1020,L9/910
9,18,L9/910,L9/908
9,18,L9/908,L9/896
9,18,L9/896,L9/897
9,18,L9/897,L9/899
9,18,L9/899,L9/917
9,18,L9/917,L9/916
9,18,L9/916,L9/919
9,18,L9/919,L9/927
9,18,L9/927,L9/924
9,18,L9/924,L9/832
9,18,L9/832,L8/416
9,18,L8/416,L7/208
9,18,L7/208,L6/104
9,18,L6/104,L6/107
9,18,L6/107,L7/215
9,18,L7/215,L7/212
9,18,L7/212,L8/424
9,18,L8/424,L9/849
9,18,L9/849,L9/893
9,18,L9/893,L9/892
9,18,L9/892,L9/889
9,18,L9/889,L8/444
9,18,L8/444,L8/432
9,18,L8/432,L9/865
9,18,L9/865,L9/867
9,18,L9/867,L9/876
9,18,L9/876,L8/438
9,18,L8/438,L7/219
9,18,L7/219,L6/109
9,18,L6/109,L6/10
9,18,L6/10,L7/20
9,18,L7/20,L8/41
9,18,L8/41,L9/82
9,18,L9/82,L9/95
9,18,L9/95,L9/92
9,18,L9/92,L9/93
9,18,L9/93,L9/78
9,18,L9/78,L9/75
9,18,L9/75,L9/69
9,18,L9/69,L9/68
9,18,L9/68,L9/71
9,18,L9/71,L9/66
9,18,L9/66,L9/57
9,18,L9/57,L9/58
9,18,L9/58,L9/62
9,18,L9/62,L9/63
9,18,L9/63,L9/39
9,18,L9/39,L8/19
9,18,L8/19,L7/9
9,18,L7/9,L6/4
9,18,L6/4,L6/2
9,18,L6/2,L7/4
9,18,L7/4,L8/9
9,18,L8/9,L9/18
9,19,L9/766,L9/1022
9,19,L9/1022,L8/511
9,19,L8/511,L8/510
9,19,L8/510,L9/1020
9,19,L9/1020,L9/910
9,19,L9/910,L9/908
9,19,L9/908,L9/896
9,19,L9/896,L9/897
9,19,L9/897,L9/899
9,19,L9/899,L9/917
9,19,L9/917,L9/916
9,19,L9/916,L9/919
9,19,L9/919,L9/927
9,19,L9/927,L9/924
9,19,L9/924,L9/832
9,19,L9/832,L8/416
9,19,L8/416,L7/208
9,19,L7/208,L6/104
9,19,L6/104,L6/107
9,19,L6/107,L7/215
9,19,L7/215,L7/212
9,19,L7/212,L8/424
9,19,L8/424,L9/849
9,19,L9/849,L9/893
9,19,L9/893,L9/892
9,19,L9/892,L9/889
9,19,L9/889,L8/444
9,19,L8/444,L8/432
9,19,L8/432,L9/865
9,19,L9/865,L9/867
9,19,L9/867,L9/876
9,19,L9/876,L8/438
9,19,L8/438,L7/219
9,19,L7/219,L6/109
9,19,L6/109,L6/10
9,19,L6/10,L7/20
9,19,L7/20,L8/41
9,19,L8/41,L9/82
9,19,L9/82,L9/95
9,19,L9/95,L9/92
9,19,L9/92,L9/93
9,19,L9/93,L9/78
9,19,L9/78,L9/75
9,19,L9/75,L9/69
9,19,L9/69,L9/68
9,19,L9/68,L9/71
9,19,L9/71,L9/66
9,19,L9/66,L9/57
9,19,L9/57,L9/58
9,19,L9/58,L9/62
9,19,L9/62,L9/63
9,19,L9/63,L9/39
9,19,L9/39,L8/19
9,19,L8/19,L7/9
9,19,L7/9,L6/4
9,19,L6/4,L6/2
9,19,L6/2,L7/4
9,19,L7/4,L8/9
9,19,L8/9,L9/19
9,20,L9/766,L9/1022
9,20,L9/1022,L8/511
9,20,L8/511,L8/510
9,20,L8/510,L9/1020
9,20,L9/1020,L9/910
9,20,L9/910,L9/908
9,20,L9/908,L9/896
9,20,L9/896,L9/897
9,20,L9/897,L9/899
9,20,L9/899,L9/917
9,20,L9/917,L9/916
9,20,L9/916,L9/919
9,20,L9/919,L9/927
9,20,L9/927,L9/924
9,20,L9/924,L9/832
9,20,L9/832,L8/416
9,20,L8/416,L7/208
9,20,L7/208,L6/104
9,20,L6/104,L6/107
9,20,L6/107,L7/215
9,20,L7/215,L7/212
9,20,L7/212,L8/424
9,20,L8/424,L9/849
9,20,L9/849,L9/893
9,20,L9/893,L9/892
9,20,L9/892,L9/889
9,20,L9/889,L8/444
9,20,L8/444,L8/432
9,20,L8/432,L9/865
9,20,L9/865,L9/867
9,20,L9/867,L9/876
9,20,L9/876,L8/438
9,20,L8/438,L7/219
9,20,L7/219,L6/109
9,20,L6/109,L6/10
9,20,L6/10,L7/20
9,20,L7/20,L8/41
9,20,L8/41,L9/82
9,20,L9/82,L9/95
9,20,L9/95,L9/92
9,20,L9/92,L9/93
9,20,L9/93,L9/78
9,20,L9/78,L9/75
9,20,L9/75,L9/69
9,20,L9/69,L9/68
9,20,L9/68,L9/71
9,20,L9/71,L9/66
9,20,L9/66,L9/57
9,20,L9/57,L9/58
9,20,L9/58,L9/62
9,20,L9/62,L9/63
9,20,L9/63,L9/39
9,20,L9/39,L8/19
9,20,L8/19,L7/9
9,20,L7/9,L6/4
9,20,L6/4,L6/2
9,20,L6/2,L7/5
9,20,L7/5,L8/10
9,20,L8/10,L9/20
9,21,L9/766,L9/1022
9,21,L9/1022,L8/511
9,21,L8/511,L8/510
9,21,L8/510,L9/1020
9,21,L9/1020,L9/910
9,21,L9/910,L9/908
9,21,L9/908,L9/896
9,21,L9/896,L9/897
9,21,L9/897,L9/899
9,21,L9/899,L9/917
9,21,L9/917,L9/916
9,21,L9/916,L9/919
9,21,L9/919,L9/927
9,21,L9/927,L9/924
9,21,L9/924,L9/832
9,21,L9/832,L8/416
9,21,L8/416,L7/208
9,21,L7/208,L6/104
9,21,L6/104,L6/107
9,21,L6/107,L7/215
9,21,L7/215,L7/212
9,21,L7/212,L8/424
9,21,L8/424,L9/849
9,21,L9/849,L9/893
9,21,L9/893,L9/892
9,21,L9/892,L9/889
9,21,L9/889,L8/444
9,21,L8/444,L8/432
9,21,L8/432,L9/865
9,21,L9/865,L9/867
9,21,L9/867,L9/876
9,21,L9/876,L8/438
9,21,L8/438,L7/219
9,21,L7/219,L6/109
9,21,L6/109,L6/10
9,21,L6/10,L7/20
9,21,L7/20,L8/41
9,21,L8/41,L9/82
9,21,L9/82,L9/95
9,21,L9/95,L9/92
9,21,L9/92,L9/93
9,21,L9/93,L9/78
9,21,L9/78,L9/75
9,21,L9/75,L9/69
9,21,L9/69,L9/68
9,21,L9/68,L9/71
9,21,L9/71,L9/66
9,21,L9/66,L9/57
9,21,L9/57,L9/58
9,21,L9/58,L9/62
9,21,L9/62,L9/63
9,21,L9/63,L9/39
9,21,L9/39,L8/19
9,21,L8/19,L7/9
9,21,L7/9,L6/4
9,21,L6/4,L6/2
9,21,L6/2,L7/5
9,21,L7/5,L8/10
9,21,L8/10,L9/21
9,22,L9/766,L9/1022
9,22,L9/1022,L8/511
9,22,L8/511,L8/510
9,22,L8/510,L9/1020
9,22,L9/1020,L9/910
9,22,L9/910,L9/908
9,22,L9/908,L9/896
9,22,L9/896,L9/897
9,22,L9/897,L9/899
9,22,L9/899,L9/917
9,22,L9/917,L9/916
9,22,L9/916,L9/919
9,22,L9/919,L9/927
9,22,L9/927,L9/924
9,22,L9/924,L9/832
9,22,L9/832,L8/416
9,22,L8/416,L7/208
9,22,L7/208,L6/104
9,22,L6/104,L6/107
9,22,L6/107,L7/215
9,22,L7/215,L7/212
9,22,L7/212,L8/424
9,22,L8/424,L9/849
9,22,L9/849,L9/893
9,22,L9/893,L9/892
9,22,L9/892,L9/889
9,22,L9/889,L8/444
9,22,L8/444,L8/432
9,22,L8/432,L9/865
9,22,L9/865,L9/867
9,22,L9/867,L9/876
9,22,L9/876,L8/438
9,22,L8/438,L7/219
9,22,L7/219,L6/109
9,22,L6/109,L6/10
9,22,L6/10,L7/20
9,22,L7/20,L8/41
9,22,L8/41,L9/82
9,22,L9/82,L9/95
9,22,L9/95,L9/92
9,22,L9/92,L9/93
9,22,L9/93,L9/78
9,22,L9/78,L9/75
9,22,L9/75,L9/69
9,22,L9/69,L9/68
9,22,L9/68,L9/71
9,22,L9/71,L9/66
9,22,L9/66,L9/57
9,22,L9/57,L9/58
9,22,L9/58,L9/62
9,22,L9/62,L9/63
9,22,L9/63,L9/39
9,22,L9/39,L8/19
9,22,L8/19,L7/9
9,22,L7/9,L6/4
9,22,L6/4,L6/2
9,22,L6/2,L7/5
9,22,L7/5,L8/11
9,22,L8/11,L9/22
9,23,L9/766,L9/1022
9,23,L9/1022,L8/511
9,23,L8/511,L8/510
9,23,L8/510,L9/1020
9,23,L9/1020,L9/910
9,23,L9/910,L9/908
9,23,L9/908,L9/896
9,23,L9/896,L9/897
9,23,L9/897,L9/899
9,23,L9/899,L9/917
9,23,L9/917,L9/916
9,23,L9/916,L9/919
9,23,L9/919,L9/927
9,23,L9/927,L9/924
9,23,L9/924,L9/832
9,23,L9/832,L8/416
9,23,L8/416,L7/208
9,23,L7/208,L6/104
9,23,L6/104,L6/107
9,23,L6/107,L7/215
9,23,L7/215,L7/212
9,23,L7/212,L8/424
9,23,L8/424,L9/849
9,23,L9/849,L9/893
9,23,L9/893,L9/892
9,23,L9/892,L9/889
9,23,L9/889,L8/444
9,23,L8/444,L8/432
9,23,L8/432,L9/865
9,23,L9/865,L9/867
9,23,L9/867,L9/876
9,23,L9/876,L8/438
9,23,L8/438,L7/219
9,23,L7/219,L6/109
9,23,L6/109,L6/10
9,23,L6/10,L7/20
9,23,L7/20,L8/41
9,23,L8/41,L9/82
9,23,L9/82,L9/95
9,23,L9/95,L9/92
9,23,L9/92,L9/93
9,23,L9/93,L9/78
9,23,L9/78,L9/75
9,23,L9/75,L9/69
9,23,L9/69,L9/68
9,23,L9/68,L9/71
9,23,L9/71,L9/66
9,23,L9/66,L9/57
