邻居细胞,通道数量,总强度,平均强度,最大强度,最小强度
Connective tissue,210,74.85799999999998,0.35646666666666654,1.955,0.092
Connective tissue_1_30_Target,147,59.577000000000005,0.4052857142857143,1.909,0.107
Heart,135,54.742,0.4054962962962963,2.118,0.095
Liver,85,43.708999999999996,0.5142235294117646,1.894,0.134
AGM,110,39.94199999999999,0.3631090909090908,1.196,0.091
Dermomyotome,97,38.980000000000004,0.4018556701030928,1.67,0.145
Mesenchyme,66,31.527999999999995,0.4776969696969696,1.869,0.129
Cavity,12,5.337000000000001,0.44475000000000003,0.632,0.198
