邻居细胞,方向,排名,通道,目标细胞,目标细胞基因,邻居细胞基因,强度,显著性
AGM,发送,1,IGF2_IGF2R,Branchial arch,IGF2,IGF2R,2.221,0.0
AGM,发送,2,DLK1_NOTCH3,Branchial arch,DLK1,NOTCH3,1.158,0.0
AGM,发送,3,DLK1_NOTCH2,Branchial arch,DLK1,NOTCH2,1.041,0.008
AGM,发送,4,FN1_integrin_a8b1_complex,Branchial arch,FN1,integrin,0.93,0.005
AGM,发送,5,2arachidonoylglycerol_byDAGLB_CNR1,Branchial arch,2arachidonoylglycerol,byDAGLB,0.926,0.015
AGM,发送,6,SLIT2_ROBO1,Branchial arch,SLIT2,ROBO1,0.758,0.0
AGM,发送,7,PDGFC_PDGFRA,Branchial arch,PDGFC,PDGFRA,0.708,0.0
AGM,发送,8,GJC1_GJC1,Branchial arch,GJC1,GJC1,0.692,0.004
AGM,发送,9,AGRN_PTPRS,Branchial arch,AGRN,PTPRS,0.668,0.042
AGM,发送,10,EFNA5_EPHA4,Branchial arch,EFNA5,EPHA4,0.637,0.026
AGM,接收,1,MDK_PTPRZ1,Branchial arch,PTPRZ1,MDK,1.511,0.0
AGM,接收,2,FGF10_FGFR2,Branchial arch,FGFR2,FGF10,1.22,0.008
AGM,接收,3,FN1_integrin_a3b1_complex,Branchial arch,integrin,FN1,1.01,0.042
AGM,接收,4,PDGFC_PDGFRA,Branchial arch,PDGFRA,PDGFC,0.846,0.0
AGM,接收,5,BMP4_BMPR1A_BMPR2,Branchial arch,BMPR1A,BMP4,0.802,0.003
AGM,接收,6,TENM3_ADGRL2,Branchial arch,ADGRL2,TENM3,0.752,0.031
AGM,接收,7,WNT5A_FRZB,Branchial arch,FRZB,WNT5A,0.747,0.0
AGM,接收,8,WNT5A_FZD3_LRP6,Branchial arch,FZD3,WNT5A,0.705,0.0
AGM,接收,9,WNT5A_FZD2_LRP6,Branchial arch,FZD2,WNT5A,0.705,0.0
AGM,接收,10,WNT5A_FZD7_LRP6,Branchial arch,FZD7,WNT5A,0.705,0.0
Brain,发送,1,IGF2_IGF1R,Branchial arch,IGF2,IGF1R,1.814,0.018
Brain,发送,2,MDK_PTPRZ1,Branchial arch,MDK,PTPRZ1,1.345,0.0
Brain,发送,3,DLK1_NOTCH1,Branchial arch,DLK1,NOTCH1,1.224,0.0
Brain,发送,4,FGF10_FGFR2,Branchial arch,FGF10,FGFR2,1.196,0.031
Brain,发送,5,DLK1_NOTCH2,Branchial arch,DLK1,NOTCH2,1.126,0.0
Brain,发送,6,DLK1_NOTCH3,Branchial arch,DLK1,NOTCH3,1.031,0.0
Brain,发送,7,2arachidonoylglycerol_byDAGLB_CNR1,Branchial arch,2arachidonoylglycerol,byDAGLB,0.996,0.0
Brain,发送,8,COL3A1_ADGRG1,Branchial arch,COL3A1,ADGRG1,0.878,0.025
Brain,发送,9,MPZL1_MPZL1,Branchial arch,MPZL1,MPZL1,0.836,0.037
Brain,发送,10,COL18A1_integrin_a11b1_complex,Branchial arch,COL18A1,integrin,0.833,0.047
Brain,接收,1,FGF10_FGFR2,Branchial arch,FGFR2,FGF10,1.192,0.006
Brain,接收,2,MPZL1_MPZL1,Branchial arch,MPZL1,MPZL1,0.836,0.037
Brain,接收,3,TENM3_ADGRL2,Branchial arch,ADGRL2,TENM3,0.795,0.0
Brain,接收,4,Cholesterol_byDHCR24_RORA,Branchial arch,byDHCR24,Cholesterol,0.739,0.002
Brain,接收,5,CADM1_NECTIN3,Branchial arch,NECTIN3,CADM1,0.713,0.047
Brain,接收,6,NTN1_UNC5C,Branchial arch,UNC5C,NTN1,0.687,0.001
Brain,接收,7,TENM4_ADGRL2,Branchial arch,ADGRL2,TENM4,0.634,0.003
Brain,接收,8,SLIT2_ROBO1,Branchial arch,ROBO1,SLIT2,0.616,0.035
Brain,接收,9,TENM3_ADGRL1,Branchial arch,ADGRL1,TENM3,0.61,0.012
Brain,接收,10,TENM3_ADGRL3,Branchial arch,ADGRL3,TENM3,0.596,0.003
Branchial arch,发送,1,IGF2_IGF2R,Branchial arch,IGF2,IGF2R,2.014,0.0
Branchial arch,发送,2,IGF2_IGF1R,Branchial arch,IGF2,IGF1R,1.904,0.0
Branchial arch,发送,3,MDK_PTPRZ1,Branchial arch,MDK,PTPRZ1,1.3,0.0
Branchial arch,发送,4,FGF10_FGFR2,Branchial arch,FGF10,FGFR2,1.193,0.0
Branchial arch,发送,5,PPIA_BSG,Branchial arch,PPIA,BSG,1.165,0.008
Branchial arch,发送,6,DLK1_NOTCH2,Branchial arch,DLK1,NOTCH2,1.113,0.0
Branchial arch,发送,7,DLK1_NOTCH3,Branchial arch,DLK1,NOTCH3,1.104,0.0
Branchial arch,发送,8,DLK1_NOTCH1,Branchial arch,DLK1,NOTCH1,1.059,0.0
Branchial arch,发送,9,FN1_integrin_aVb5_complex,Branchial arch,FN1,integrin,0.973,0.021
Branchial arch,发送,10,FN1_integrin_a3b1_complex,Branchial arch,FN1,integrin,0.969,0.0
Branchial arch,接收,1,IGF2_IGF2R,Branchial arch,IGF2R,IGF2,2.014,0.0
Branchial arch,接收,2,IGF2_IGF1R,Branchial arch,IGF1R,IGF2,1.904,0.0
Branchial arch,接收,3,MDK_PTPRZ1,Branchial arch,PTPRZ1,MDK,1.3,0.0
Branchial arch,接收,4,FGF10_FGFR2,Branchial arch,FGFR2,FGF10,1.193,0.0
Branchial arch,接收,5,PPIA_BSG,Branchial arch,BSG,PPIA,1.165,0.008
Branchial arch,接收,6,DLK1_NOTCH2,Branchial arch,NOTCH2,DLK1,1.113,0.0
Branchial arch,接收,7,DLK1_NOTCH3,Branchial arch,NOTCH3,DLK1,1.104,0.0
