邻居细胞,通道数量,总强度,平均强度,最大强度,最小强度
Connective tissue,81,43.43599999999999,0.5362469135802468,2.196,0.127
Neural crest,50,23.463,0.46926,1.666,0.131
Sclerotome,51,21.885999999999992,0.42913725490196064,0.995,0.164
Dermomyotome,33,17.84,0.5406060606060606,1.751,0.183
AGM,20,9.744000000000002,0.4872000000000001,1.735,0.179
Brain,31,9.567,0.3086129032258065,0.606,0.115
Liver,14,8.875,0.6339285714285714,1.029,0.242
Mesenchyme_1_27_Target,10,6.847000000000001,0.6847000000000001,1.235,0.278
Mesenchyme,9,6.552,0.728,1.263,0.21
