邻居细胞,发送通道数,接收通道数,总通道数,发送总强度,接收总强度,通讯总强度,发送平均强度,接收平均强度,总平均强度,细胞接收平均强度,细胞发送平均强度
Neural crest,169,169,338,66.30299999999998,66.30299999999998,132.60599999999997,0.39232544378698214,0.39232544378698214,0.39232544378698214,0.45726206896551713,0.45726206896551713
Notochord,148,154,302,67.39600000000003,60.25899999999999,127.65500000000003,0.4553783783783786,0.39129220779220775,0.4226986754966888,0.41557931034482753,0.4648000000000002
Branchial arch,130,110,240,56.85499999999997,50.75500000000001,107.60999999999999,0.4373461538461536,0.461409090909091,0.4483749999999999,0.35003448275862076,0.39210344827586185
Mesenchyme,54,51,105,50.72800000000001,43.22500000000001,93.95300000000002,0.9394074074074076,0.8475490196078433,0.8947904761904764,0.2981034482758621,0.349848275862069
Brain,114,119,233,50.17400000000001,36.849,87.023,0.4401228070175439,0.30965546218487394,0.37348927038626606,0.2541310344827586,0.3460275862068966
Sclerotome,67,74,141,40.229000000000006,36.87,77.099,0.6004328358208956,0.4982432432432432,0.5468014184397163,0.2542758620689655,0.27744137931034485
Neural crest_1_15_Target,61,79,140,30.201000000000015,32.23799999999999,62.43900000000001,0.4950983606557379,0.4080759493670885,0.4459928571428572,0.22233103448275857,0.20828275862068976
AGM,27,22,49,21.275999999999996,17.315,38.590999999999994,0.7879999999999998,0.7870454545454546,0.7875714285714285,0.11941379310344828,0.1467310344827586
Cavity,9,13,22,7.602,5.536,13.138,0.8446666666666667,0.4258461538461538,0.5971818181818181,0.038179310344827584,0.052427586206896554
