cell_type,cluster_id,cell_num,x,y,distance_to_target,compactness
AGM,single_cluster,153,130.2,167.0,7.7,10.81
Brain,single_cluster,1,137.0,168.0,4.2,0.0
Cavity,single_cluster,56,141.1,167.8,5.6,17.95
Dermomyotome,single_cluster,127,135.8,158.8,5.2,11.21
Liver,single_cluster,41,127.9,169.7,11.0,3.65
Mesenchyme,single_cluster,215,145.9,164.6,8.8,16.3
Neural crest,single_cluster,124,145.8,186.4,24.2,6.35
Sclerotome,single_cluster,156,145.0,175.0,13.7,8.67
Sclerotome,target,79,137.2,163.8,0.0,0.0
