邻居细胞,发送通道数,接收通道数,总通道数,发送总强度,接收总强度,通讯总强度,发送平均强度,接收平均强度,总平均强度
Brain,202,202,404,64.08000000000001,64.08000000000001,128.16000000000003,0.3172277227722773,0.3172277227722773,0.3172277227722773
Neural crest,163,107,270,58.29799999999999,48.14800000000003,106.44600000000003,0.3576564417177913,0.44998130841121525,0.39424444444444456
Sclerotome,67,51,118,28.629,28.881,57.510000000000005,0.4272985074626866,0.5662941176470588,0.48737288135593226
Mesenchyme,56,84,140,18.853,34.39300000000001,53.24600000000001,0.3366607142857143,0.4094404761904763,0.3803285714285715
Brain_1_6_Target,22,69,91,7.165000000000001,26.908000000000005,34.07300000000001,0.32568181818181824,0.3899710144927537,0.3744285714285715
Cavity,0,18,18,0.0,4.680999999999999,4.680999999999999,0.0,0.2600555555555555,0.2600555555555555
