邻居细胞,发送通道数,接收通道数,总通道数,发送总强度,接收总强度,通讯总强度,发送平均强度,接收平均强度,总平均强度
Heart,12,25,37,7.563000000000001,15.780999999999999,23.344,0.6302500000000001,0.6312399999999999,0.6309189189189189
Notochord,5,19,24,3.1090000000000004,16.412,19.521,0.6218000000000001,0.8637894736842104,0.8133750000000001
Sclerotome,3,13,16,2.233,10.244,12.477,0.7443333333333334,0.788,0.7798125
Branchial arch,4,12,16,1.213,10.744,11.957,0.30325,0.8953333333333333,0.7473125
Neural crest,1,5,6,0.348,3.5650000000000004,3.9130000000000003,0.348,0.7130000000000001,0.6521666666666667
Mesenchyme,6,3,9,1.797,1.267,3.064,0.2995,0.4223333333333333,0.34044444444444444
Cavity_1_43_Target,0,3,3,0.0,1.1219999999999999,1.1219999999999999,0.0,0.37399999999999994,0.37399999999999994
Brain,2,0,2,0.64,0.0,0.64,0.32,0.0,0.32
