邻居细胞,方向,排名,通道,目标细胞,目标细胞基因,邻居细胞基因,强度,显著性
AGM,发送,1,FGF10_FGFR2,AGM,FGF10,FGFR2,1.14,0.0
AGM,发送,2,MPZL1_MPZL1,AGM,MPZL1,MPZL1,0.819,0.002
AGM,发送,3,COL3A1_integrin_a1b1_complex,AGM,COL3A1,integrin,0.787,0.015
AGM,发送,4,COL3A1_integrin_a11b1_complex,AGM,COL3A1,integrin,0.779,0.002
AGM,发送,5,TENM3_ADGRL2,AGM,TENM3,ADGRL2,0.68,0.003
AGM,发送,6,PDGFC_PDGFRA,AGM,PDGFC,PDGFRA,0.676,0.0
AGM,发送,7,LRFN4_PTPRF,AGM,LRFN4,PTPRF,0.637,0.037
AGM,发送,8,SLIT2_ROBO1,AGM,SLIT2,ROBO1,0.626,0.0
AGM,发送,9,TENM4_ADGRL2,AGM,TENM4,ADGRL2,0.599,0.0
AGM,发送,10,FLRT3_ADGRL2,AGM,FLRT3,ADGRL2,0.582,0.0
AGM,接收,1,FGF10_FGFR2,AGM,FGFR2,FGF10,1.14,0.0
AGM,接收,2,MPZL1_MPZL1,AGM,MPZL1,MPZL1,0.819,0.002
AGM,接收,3,COL3A1_integrin_a1b1_complex,AGM,integrin,COL3A1,0.787,0.015
AGM,接收,4,COL3A1_integrin_a11b1_complex,AGM,integrin,COL3A1,0.779,0.002
AGM,接收,5,TENM3_ADGRL2,AGM,ADGRL2,TENM3,0.68,0.003
AGM,接收,6,PDGFC_PDGFRA,AGM,PDGFRA,PDGFC,0.676,0.0
AGM,接收,7,LRFN4_PTPRF,AGM,PTPRF,LRFN4,0.637,0.037
AGM,接收,8,SLIT2_ROBO1,AGM,ROBO1,SLIT2,0.626,0.0
AGM,接收,9,TENM4_ADGRL2,AGM,ADGRL2,TENM4,0.599,0.0
AGM,接收,10,FLRT3_ADGRL2,AGM,ADGRL2,FLRT3,0.582,0.0
AGM_1_119_Target,发送,1,COL3A1_ADGRG1,AGM,COL3A1,ADGRG1,0.821,0.002
AGM_1_119_Target,发送,2,FN1_integrin_a2Bb3_complex,AGM,FN1,integrin,0.801,0.005
AGM_1_119_Target,发送,3,FN1_integrin_aVb3_complex,AGM,FN1,integrin,0.801,0.029
AGM_1_119_Target,发送,4,COL3A1_integrin_a11b1_complex,AGM,COL3A1,integrin,0.781,0.024
AGM_1_119_Target,发送,5,GJC1_GJC1,AGM,GJC1,GJC1,0.527,0.047
AGM_1_119_Target,发送,6,atRetinoicAcid_byALDH1A2_RAreceptor_RXRB,AGM,atRetinoicAcid,byALDH1A2,0.512,0.0
AGM_1_119_Target,发送,7,atRetinoicAcid_byALDH1A2_RAreceptor_RARA,AGM,atRetinoicAcid,byALDH1A2,0.496,0.0
AGM_1_119_Target,发送,8,atRetinoicAcid_byALDH1A2_RAreceptor_RXRA,AGM,atRetinoicAcid,byALDH1A2,0.477,0.0
AGM_1_119_Target,发送,9,atRetinoicAcid_byALDH1A2_RAreceptor_RARA_RXRA,AGM,atRetinoicAcid,byALDH1A2,0.477,0.0
AGM_1_119_Target,发送,10,MMP2_integrin_aVb3_complex,AGM,MMP2,integrin,0.391,0.0
AGM_1_119_Target,接收,1,FGF10_FGFR2,AGM,FGFR2,FGF10,1.135,0.024
AGM_1_119_Target,接收,2,atRetinoicAcid_byALDH1A2_RAreceptor_RARA,AGM,byALDH1A2,atRetinoicAcid,0.623,0.0
AGM_1_119_Target,接收,3,atRetinoicAcid_byALDH1A2_RAreceptor_RXRB,AGM,byALDH1A2,atRetinoicAcid,0.615,0.0
AGM_1_119_Target,接收,4,LRRC4C_PTPRF,AGM,PTPRF,LRRC4C,0.607,0.023
AGM_1_119_Target,接收,5,FLRT3_ADGRL2,AGM,ADGRL2,FLRT3,0.594,0.008
AGM_1_119_Target,接收,6,SLIT2_ROBO1,AGM,ROBO1,SLIT2,0.588,0.029
AGM_1_119_Target,接收,7,atRetinoicAcid_byALDH1A2_RAreceptor_RXRA,AGM,byALDH1A2,atRetinoicAcid,0.581,0.0
AGM_1_119_Target,接收,8,atRetinoicAcid_byALDH1A2_RAreceptor_RARA_RXRA,AGM,byALDH1A2,atRetinoicAcid,0.581,0.0
AGM_1_119_Target,接收,9,EFNA5_EPHA7,AGM,EPHA7,EFNA5,0.535,0.042
AGM_1_119_Target,接收,10,GJC1_GJC1,AGM,GJC1,GJC1,0.527,0.047
Brain,发送,1,CADM1_CADM1,AGM,CADM1,CADM1,1.454,0.014
Brain,发送,2,2arachidonoylglycerol_byDAGLB_CNR1,AGM,2arachidonoylglycerol,byDAGLB,1.448,0.005
Brain,发送,3,SLIT2_ROBO2,AGM,SLIT2,ROBO2,1.345,0.003
Brain,发送,4,APLP2_PLXNA4,AGM,APLP2,PLXNA4,1.109,0.006
Brain,发送,5,APP_PLXNA4,AGM,APP,PLXNA4,1.092,0.006
Brain,发送,6,FN1_integrin_aVb5_complex,AGM,FN1,integrin,1.077,0.043
Brain,发送,7,WNT5A_SFRP1,AGM,WNT5A,SFRP1,1.038,0.031
Brain,发送,8,atRetinoicAcid_byALDH1A2_RAreceptor_RARA,AGM,atRetinoicAcid,byALDH1A2,1.004,0.003
Brain,发送,9,WNT5B_SFRP1,AGM,WNT5B,SFRP1,0.957,0.035
Brain,发送,10,WNT4_SFRP1,AGM,WNT4,SFRP1,0.924,0.033
Brain,接收,1,CADM1_CADM1,AGM,CADM1,CADM1,1.454,0.014
Brain,接收,2,CADM1_NECTIN3,AGM,NECTIN3,CADM1,1.359,0.015
Brain,接收,3,APP_FPR2,AGM,FPR2,APP,1.263,0.009
Brain,接收,4,SLIT2_ROBO1,AGM,ROBO1,SLIT2,1.258,0.022
Brain,接收,5,DLL3_NOTCH3,AGM,NOTCH3,DLL3,1.254,0.0
Brain,接收,6,DLL3_NOTCH2,AGM,NOTCH2,DLL3,1.239,0.002
Brain,接收,7,DLL3_NOTCH1,AGM,NOTCH1,DLL3,1.221,0.001
Brain,接收,8,APP_TNFRSF21,AGM,TNFRSF21,APP,1.199,0.01
Brain,接收,9,APP_SORL1,AGM,SORL1,APP,1.158,0.014
Brain,接收,10,SLIT2_ROBO2,AGM,ROBO2,SLIT2,1.041,0.034
Branchial arch,发送,1,IGF2_IGF2R,AGM,IGF2,IGF2R,2.164,0.044
Branchial arch,发送,2,PPIA_BSG,AGM,PPIA,BSG,1.579,0.011
Branchial arch,发送,3,FGF10_FGFR2,AGM,FGF10,FGFR2,1.386,0.011
Branchial arch,发送,4,TENM3_ADGRL2,AGM,TENM3,ADGRL2,1.162,0.004
Branchial arch,发送,5,FN1_integrin_a8b1_complex,AGM,FN1,integrin,1.115,0.018
Branchial arch,发送,6,LRFN4_PTPRF,AGM,LRFN4,PTPRF,1.095,0.01
Branchial arch,发送,7,CDH6_CDH6,AGM,CDH6,CDH6,1.091,0.0
Branchial arch,发送,8,TENM4_ADGRL2,AGM,TENM4,ADGRL2,1.082,0.002
Branchial arch,发送,9,FLRT3_ADGRL2,AGM,FLRT3,ADGRL2,1.064,0.002
Branchial arch,发送,10,COL3A1_ADGRG1,AGM,COL3A1,ADGRG1,1.016,0.008
Branchial arch,接收,1,IGF2_IGF2R,AGM,IGF2R,IGF2,2.128,0.025
Branchial arch,接收,2,IGF2_IGF1R,AGM,IGF1R,IGF2,2.049,0.011
Branchial arch,接收,3,CDH6_CDH6,AGM,CDH6,CDH6,1.091,0.0
Branchial arch,接收,4,SHH_PTCH_GAS1_transmembrane_receptor,AGM,PTCH,SHH,1.058,0.0
Branchial arch,接收,5,COL18A1_integrin_a1b1_complex,AGM,integrin,COL18A1,1.024,0.032
Branchial arch,接收,6,COL18A1_integrin_a11b1_complex,AGM,integrin,COL18A1,1.015,0.029
Branchial arch,接收,7,BMP4_BMPR1A_BMPR2,AGM,BMPR1A,BMP4,0.944,0.001
Branchial arch,接收,8,BMP4_BMPR1B_BMPR2,AGM,BMPR1B,BMP4,0.863,0.002
Branchial arch,接收,9,BMP4_BMR1B_AVR2B,AGM,BMR1B,BMP4,0.858,0.002
Branchial arch,接收,10,BMP4_BMR1A_AVR2B,AGM,BMR1A,BMP4,0.858,0.003
Cavity,发送,1,COL3A1_integrin_a1b1_complex,AGM,COL3A1,integrin,0.785,0.048
Cavity,发送,2,COL3A1_ADGRG1,AGM,COL3A1,ADGRG1,0.779,0.012
