邻居细胞,通道数量,总强度,平均强度,最大强度,最小强度
Mesenchyme,28,18.65,0.6660714285714285,1.108,0.285
AGM,41,18.176000000000002,0.44331707317073177,1.225,0.183
Dermomyotome,26,15.598999999999998,0.5999615384615384,1.012,0.209
Mesenchyme_1_124_Target,24,14.8,0.6166666666666667,1.537,0.341
Connective tissue,25,13.186,0.52744,1.14,0.219
Cavity,4,2.4760000000000004,0.6190000000000001,0.668,0.516
