邻居细胞,方向,排名,通道,目标细胞,目标细胞基因,邻居细胞基因,强度,显著性
Brain,发送,1,IGF2_IGF1R,Neural crest,IGF2,IGF1R,1.414,0.0
Brain,发送,2,IGF2_IGF2R,Neural crest,IGF2,IGF2R,1.249,0.0
Brain,发送,3,COL3A1_ADGRG1,Neural crest,COL3A1,ADGRG1,1.184,0.0
Brain,发送,4,MDK_PTPRZ1,Neural crest,MDK,PTPRZ1,1.05,0.003
Brain,发送,5,DLK1_NOTCH1,Neural crest,DLK1,NOTCH1,0.815,0.0
Brain,发送,6,CADM1_CADM1,Neural crest,CADM1,CADM1,0.763,0.005
Brain,发送,7,FLRT2_ADGRL3,Neural crest,FLRT2,ADGRL3,0.737,0.0
Brain,发送,8,CDH2_CDH2,Neural crest,CDH2,CDH2,0.721,0.0
Brain,发送,9,FLRT2_ADGRL1,Neural crest,FLRT2,ADGRL1,0.673,0.0
Brain,发送,10,TENM4_ADGRL2,Neural crest,TENM4,ADGRL2,0.643,0.001
Brain,接收,1,PPIA_BSG,Neural crest,BSG,PPIA,1.193,0.0
Brain,接收,2,CADM1_CADM1,Neural crest,CADM1,CADM1,0.763,0.005
Brain,接收,3,CDH2_CDH2,Neural crest,CDH2,CDH2,0.721,0.0
Brain,接收,4,EFNA5_EPHA7,Neural crest,EPHA7,EFNA5,0.641,0.0
Brain,接收,5,NTN1_UNC5C,Neural crest,UNC5C,NTN1,0.564,0.0
Brain,接收,6,WNT5A_ROR2,Neural crest,ROR2,WNT5A,0.515,0.0
Brain,接收,7,WNT5A_FZD3_LRP6,Neural crest,FZD3,WNT5A,0.497,0.0
Brain,接收,8,WNT5A_FZD2_LRP6,Neural crest,FZD2,WNT5A,0.497,0.0
Brain,接收,9,TENM3_ADGRL3,Neural crest,ADGRL3,TENM3,0.494,0.009
Brain,接收,10,NTN1_UNC5B,Neural crest,UNC5B,NTN1,0.491,0.0
Branchial arch,发送,1,IGF2_IGF1R,Neural crest,IGF2,IGF1R,1.613,0.0
Branchial arch,发送,2,IGF2_IGF2R,Neural crest,IGF2,IGF2R,1.496,0.0
Branchial arch,发送,3,COL3A1_ADGRG1,Neural crest,COL3A1,ADGRG1,1.047,0.0
Branchial arch,发送,4,COL3A1_integrin_a11b1_complex,Neural crest,COL3A1,integrin,1.019,0.0
Branchial arch,发送,5,COL4A1_integrin_a11b1_complex,Neural crest,COL4A1,integrin,0.861,0.0
Branchial arch,发送,6,LRFN4_PTPRF,Neural crest,LRFN4,PTPRF,0.85,0.013
Branchial arch,发送,7,CADM1_NECTIN3,Neural crest,CADM1,NECTIN3,0.821,0.009
Branchial arch,发送,8,FLRT2_ADGRL3,Neural crest,FLRT2,ADGRL3,0.82,0.0
Branchial arch,发送,9,FN1_integrin_aVb1_complex,Neural crest,FN1,integrin,0.808,0.008
Branchial arch,发送,10,FN1_integrin_aVb5_complex,Neural crest,FN1,integrin,0.808,0.0
Branchial arch,接收,1,IGF2_IGF1R,Neural crest,IGF1R,IGF2,1.704,0.0
Branchial arch,接收,2,IGF2_IGF2R,Neural crest,IGF2R,IGF2,1.693,0.0
Branchial arch,接收,3,DLK1_NOTCH2,Neural crest,NOTCH2,DLK1,1.419,0.0
Branchial arch,接收,4,DLK1_NOTCH1,Neural crest,NOTCH1,DLK1,1.391,0.0
Branchial arch,接收,5,DLK1_NOTCH3,Neural crest,NOTCH3,DLK1,1.334,0.0
Branchial arch,接收,6,MDK_PTPRZ1,Neural crest,PTPRZ1,MDK,1.225,0.0
Branchial arch,接收,7,COL2A1_integrin_a1b1_complex,Neural crest,integrin,COL2A1,0.909,0.0
Branchial arch,接收,8,COL2A1_integrin_a11b1_complex,Neural crest,integrin,COL2A1,0.885,0.0
Branchial arch,接收,9,COL18A1_integrin_a1b1_complex,Neural crest,integrin,COL18A1,0.846,0.0
Branchial arch,接收,10,COL18A1_integrin_a11b1_complex,Neural crest,integrin,COL18A1,0.821,0.0
Cavity,发送,1,IGF2_IGF1R,Neural crest,IGF2,IGF1R,1.292,0.0
Cavity,发送,2,IGF2_IGF2R,Neural crest,IGF2,IGF2R,1.212,0.0
Cavity,发送,3,COL3A1_ADGRG1,Neural crest,COL3A1,ADGRG1,1.031,0.0
Cavity,发送,4,FLRT2_ADGRL1,Neural crest,FLRT2,ADGRL1,0.705,0.0
Cavity,发送,5,FLRT2_ADGRL3,Neural crest,FLRT2,ADGRL3,0.688,0.0
Cavity,发送,6,APP_FPR2,Neural crest,APP,FPR2,0.671,0.0
Cavity,发送,7,FN1_integrin_aVb3_complex,Neural crest,FN1,integrin,0.608,0.001
Cavity,发送,8,APP_TNFRSF21,Neural crest,APP,TNFRSF21,0.548,0.0
Cavity,发送,9,VTN_integrin_aVb3_complex,Neural crest,VTN,integrin,0.328,0.0
Cavity,发送,10,LAMC1_integrin_aVb3_complex,Neural crest,LAMC1,integrin,0.326,0.0
Cavity,接收,1,EFNA4_EPHA7,Neural crest,EPHA7,EFNA4,0.401,0.006
Cavity,接收,2,VEGFC_KDR,Neural crest,KDR,VEGFC,0.294,0.001
Cavity,接收,3,integrin_aVb3_complex_ADGRA2,Neural crest,aVb3,integrin,0.157,0.0
Cavity,接收,4,CDH3_CDH3,Neural crest,CDH3,CDH3,0.121,0.027
Cavity,接收,5,RSPO1_Kremen1_LRP6,Neural crest,Kremen1,RSPO1,0.117,0.001
Cavity,接收,6,integrin_aVb3_complex_ADGRE5,Neural crest,aVb3,integrin,0.108,0.0
Neural crest,发送,1,IGF2_IGF1R,Neural crest,IGF2,IGF1R,1.395,0.0
Neural crest,发送,2,IGF2_IGF2R,Neural crest,IGF2,IGF2R,1.384,0.0
Neural crest,发送,3,COL3A1_ADGRG1,Neural crest,COL3A1,ADGRG1,1.036,0.0
Neural crest,发送,4,COL3A1_integrin_a1b1_complex,Neural crest,COL3A1,integrin,1.024,0.0
Neural crest,发送,5,COL3A1_integrin_a11b1_complex,Neural crest,COL3A1,integrin,0.999,0.0
Neural crest,发送,6,COL4A1_integrin_a1b1_complex,Neural crest,COL4A1,integrin,0.866,0.0
Neural crest,发送,7,COL4A1_integrin_a11b1_complex,Neural crest,COL4A1,integrin,0.842,0.0
Neural crest,发送,8,CADM1_CADM1,Neural crest,CADM1,CADM1,0.814,0.0
Neural crest,发送,9,COL18A1_integrin_a1b1_complex,Neural crest,COL18A1,integrin,0.738,0.0
Neural crest,发送,10,FN1_integrin_aVb1_complex,Neural crest,FN1,integrin,0.728,0.013
Neural crest,接收,1,IGF2_IGF1R,Neural crest,IGF1R,IGF2,1.395,0.0
Neural crest,接收,2,IGF2_IGF2R,Neural crest,IGF2R,IGF2,1.384,0.0
Neural crest,接收,3,COL3A1_ADGRG1,Neural crest,ADGRG1,COL3A1,1.036,0.0
Neural crest,接收,4,COL3A1_integrin_a1b1_complex,Neural crest,integrin,COL3A1,1.024,0.0
Neural crest,接收,5,COL3A1_integrin_a11b1_complex,Neural crest,integrin,COL3A1,0.999,0.0
Neural crest,接收,6,COL4A1_integrin_a1b1_complex,Neural crest,integrin,COL4A1,0.866,0.0
Neural crest,接收,7,COL4A1_integrin_a11b1_complex,Neural crest,integrin,COL4A1,0.842,0.0
Neural crest,接收,8,CADM1_CADM1,Neural crest,CADM1,CADM1,0.814,0.0
Neural crest,接收,9,COL18A1_integrin_a1b1_complex,Neural crest,integrin,COL18A1,0.738,0.0
Neural crest,接收,10,FN1_integrin_aVb1_complex,Neural crest,integrin,FN1,0.728,0.013
Neural crest_1_61_Target,发送,1,IGF2_IGF1R,Neural crest,IGF2,IGF1R,1.411,0.0
Neural crest_1_61_Target,发送,2,IGF2_IGF2R,Neural crest,IGF2,IGF2R,1.386,0.0
Neural crest_1_61_Target,发送,3,COL3A1_integrin_a11b1_complex,Neural crest,COL3A1,integrin,1.042,0.0
Neural crest_1_61_Target,发送,4,COL3A1_ADGRG1,Neural crest,COL3A1,ADGRG1,1.035,0.0
