cell_type,cluster_id,cell_num,x,y,distance_to_target,compactness
Brain,single_cluster,226,106.1,226.2,8.1,17.09
Branchial arch,single_cluster,28,114.6,205.8,14.1,6.6
Cavity,single_cluster,77,111.9,222.1,3.7,15.81
Neural crest,target,39,109.8,219.1,0.0,0.0
Notochord,single_cluster,181,114.9,223.3,6.6,13.72
Sclerotome,single_cluster,1,108.0,210.0,9.2,0.0
