cell_type,cluster_id,cell_num,x,y,distance_to_target,compactness
AGM,single_cluster,70,132.5,180.7,11.3,5.57
Brain,single_cluster,21,135.1,201.1,11.9,2.62
Branchial arch,single_cluster,173,121.9,196.7,8.5,9.66
Branchial arch,target,16,128.4,191.2,0.0,0.0
Cavity,single_cluster,30,124.5,185.6,6.9,11.1
Heart,single_cluster,190,120.5,187.0,9.0,8.15
Liver,single_cluster,9,131.1,183.2,8.5,4.95
Neural crest,single_cluster,193,131.7,195.0,4.9,11.57
Notochord,single_cluster,33,128.5,204.0,12.7,4.0
