邻居细胞,发送通道数,接收通道数,总通道数,发送总强度,接收总强度,通讯总强度,发送平均强度,接收平均强度,总平均强度
Connective tissue,95,144,239,41.376999999999995,58.415000000000006,99.792,0.43554736842105257,0.40565972222222224,0.4175397489539749
Sclerotome,123,95,218,53.31499999999998,43.75500000000001,97.07,0.4334552845528454,0.46057894736842114,0.4452752293577981
AGM,86,70,156,33.51499999999999,27.138000000000005,60.653,0.3897093023255813,0.38768571428571436,0.38880128205128206
Dermomyotome,61,61,122,28.545999999999992,28.545999999999992,57.091999999999985,0.467967213114754,0.467967213114754,0.467967213114754
Dermomyotome_1_114_Target,50,54,104,22.274,24.561,46.835,0.44548000000000004,0.4548333333333333,0.4503365384615385
Mesenchyme,43,67,110,19.535999999999994,25.900000000000006,45.436,0.4543255813953487,0.3865671641791046,0.41305454545454545
Liver,28,32,60,20.147000000000002,19.001999999999995,39.149,0.7195357142857144,0.5938124999999999,0.6524833333333333
